;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; F-ODSX ;Airbus A300B4-622R;; 16 Dec 1994 ; Apr 1996 ;F-ODSX Airbus Financial Services (AFS) ;lsd ;;
; VP-BCU ;Airbus A310-324;; Aug 1997 ; Nov 1997 ;F-WQHS Unknown ;;;
; VP-BQU ;Airbus A310-324; Y254 ; 3 Nov 1997 ; May 1998 ;N535KR ILFC ;lsd ;;
; XA-TDI ;McDonnell Douglas DC-10-15;; 24 May 1996 ; 21 Aug 1997 ;N154SY Sun Country Airlines ;lsd ;;
; D-ALLL ;McDonnell Douglas MD-83 (DC-9-83);; 24 Dec 1992 ; Mar 1993 ;D-ALLL Aero Lloyd ;lsf Aero Lloyd ;;
; VR-BMH ;McDonnell Douglas MD-83 (DC-9-83);; 1 Nov 1990 ; 21 Jan 1993 ;VR-BMH Private Jet Expeditions ;lsd ;;
; VR-BMI ;McDonnell Douglas MD-83 (DC-9-83);; 4 Nov 1990 ; 14 Oct 1992 ;VR-BMI Private Jet Expeditions ;lsf Oasis International Airlines ;;
; VR-BMJ ;McDonnell Douglas MD-83 (DC-9-83);; 29 Nov 1990 ; 21 Jan 1993 ;VR-BMJ Private Jet Expeditions ;lsd ;;
; XA-RPH ;McDonnell Douglas MD-83 (DC-9-83);; 1 Oct 1992 ; 24 Jun 1994 ;EI-CKM Oasis International Airlines ;;;
