;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; CS-TQC ;Airbus A319-112;; 26 Jun 2002 ; 16 Sep 2003 ;F-WQRS Singapore Aircraft Leasing Enterprise (SALE) ;lsd ;;
; CS-TMW ;Airbus A320-214;; 31 Jan 2002 ; 2 Apr 2004 ;CS-TMW TAP - Air Portugal ;lsd ;;
; CS-TNB ;Airbus A320-211;; 2 May 2002 ; Sep 2004 ;CS-TNB TAP - Air Portugal ;;;
; CS-TNE ;Airbus A320-212;; Oct 2003 ; 24 May 2004 ;CS-TNE TAP - Air Portugal ;lsd ;;
; CS-TQA ;Airbus A320-214;; Oct 2004 ; 17 Mar 2005 ;OK-GEA Czech Airlines (CSA) ;lsd ;;
; CS-TQB ;Airbus A320-214;; Dec 2004 ; 29 Apr 2005 ;OK-GEB Czech Airlines (CSA) ;lsd ;;
; CS-TQD ;Airbus A320-214;; 1 Apr 2003 ; 11 Oct 2005 ;CS-TQD Hi Fly ;;;
; CS-TQE ;Airbus A320-212;; 20 Jun 2003 ; 5 Mar 2005 ;LZ-BHD Balkan Holidays Air (BH Air) ;lsd ;;
; CS-TQG ;Airbus A320-211;; 14 May 2004 ; 30 Oct 2005 ;CS-TQG Hi Fly ;lsd ;;
; CS-TQH ;Airbus A320-211;; 14 May 2004 ; Oct 2005 ;CS-TQH Hi Fly ;lsd ;;
; B-MAQ ;Airbus A321-231; C16Y162 ; 13 Jun 2003 ; 16 Sep 2003 ;B-MAQ Air Macau ;lsf Air Macau ;;
; SE-RBF ;Airbus A330-223;; 21 Jun 2003 ; 2 Nov 2003 ;SE-RBF Novair ;lsf Novair ;;
; CS-TMT ;Airbus A330-322; C42Y236 ; Apr 2004 ; 11 Oct 2005 ;CS-TMT Hi Fly ;lsd ;;
; CS-TQF ;Airbus A330-322; C42Y236 ; 30 Jun 2003 ; Oct 2005 ;CS-TQF Hi Fly ;lsd ;;
; C9-BAF ;Boeing 767-2B1ER;; 19 May 2001 ; 25 Feb 2002 ;C9-BAF LAM - Linhas Aéreas de Moçambique ;lsf LAM - Linhas Aéreas de Moçambique ;;
; CS-TMP ;Lockheed L-1011-385-3 TriStar 500;; 17 Jul 2000 ; 24 Jan 2004 ;CS-TMP Luzair ;;;
; CS-TMR ;Lockheed L-1011-385-3 TriStar 500;; Jul 2003 ; Jan 2004 ;CS-TMR Luzair ;;;
