;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; 5Y-AXG ;Bombardier CRJ-200LR (CL-600-2B19);; 2014 ;;; 29.2 Years ;;
; 5Y-AXF ;McDonnell Douglas DC-9-32; F12Y80 ; Mar 2002 ;; Mandera ; 54.1 Years ;;
; 5Y-AXP ;McDonnell Douglas DC-9-31;; 2017 ;;; 40.3 Years ;;
; 5Y-AXL ;McDonnell Douglas MD-82 (DC-9-82);; 10 Sep 2009 ;;; 37.2 Years ;;
; 5Y-AXN ;McDonnell Douglas MD-82 (DC-9-82);; Aug 2009 ; Parked ;; 37 Years ;;
