;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;
; C-FYKC ;Airbus A319-114; C58 ; Due ; Stored ; 260 ; 24.7 Years ;;
; C-FYKR ;Airbus A319-114; C58 ; 15 Dec 2020 ;; 261 ; 24.7 Years ;;
; C-GBHN ;Airbus A319-114; C58 ; 27 Sep 2013 ;lsd, Secure the future / Agir pour l'avenir cs ; 275 ; 24.1 Years ;;
; C-GBIA ;Airbus A319-114; C58 ; 26 Sep 2015 ;; 280 ; 23.9 Years ;;
; C-GBIK ;Airbus A319-114; C58 ; 20 Sep 2015 ;Trudeau 2021 cs ; 282 ; 23.8 Years ;;
