;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 5H-FLA ;ATR 72-500 (72-212A);; Due ; Stored, lsd ; 19.1 Years ;;
; 5H-FLM ; Embraer EMB-120ER Brasilia ; Y30 ; 7 Oct 2017 ;; 25.7 Years ;;
