;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; B-303P ;Airbus A320-214(WL); C4Y168 ; 23 Oct 2018 ;lsd ; 3.4 Years ;;
; B-304S ;Airbus A320-214(WL); C4Y168 ; 19 Nov 2018 ;lsd ; 3.3 Years ;;
; B-304T ;Airbus A320-214(WL); C4Y168 ; 19 Nov 2018 ;lsd ; 3.3 Years ;;
; B-306X ;Airbus A320-214(WL); C4Y168 ; 18 Jan 2019 ;lsd ; 3.1 Years ;;
; B-307T ;Airbus A320-214(WL); C4Y168 ; 19 Mar 2019 ;lsd ; 3 Years ;;
; B-307X ;Airbus A320-214(WL); C4Y168 ; 29 Mar 2019 ;lsd ; 2.9 Years ;;
; B-30AY ;Airbus A320-214(WL); C4Y168 ; 30 May 2019 ;lsd ; 2.8 Years ;;
; B-30AZ ;Airbus A320-214(WL); C4Y168 ; 27 Jun 2019 ;lsd ; 2.7 Years ;;
; B-8695 ;Airbus A320-214(WL); C4Y168 ; 5 Dec 2017 ;lsd, Courtesy Quzhou cs ; 4.3 Years ;;
; B-8696 ;Airbus A320-214(WL); C4Y168 ; 9 Nov 2017 ;lsd ; 4.3 Years ;;
; B-8697 ;Airbus A320-214(WL); C4Y168 ; 17 Aug 2017 ;lsd ; 4.6 Years ;;
; B-30F5 ;Airbus A320-271N; C4Y168 ; 23 Jun 2020 ;lsd ; 1.8 Years ;;
; B-320P ;Airbus A320-271N; C4Y168 ; 25 Sep 2020 ;lsd ; 1.5 Years ;;
; B-320V ;Airbus A320-271N; C4Y168 ; 13 Nov 2020 ;lsd ; 1.4 Years ;;
; B-324E ;Airbus A320-271N; C4Y168 ; 24 Aug 2021 ;lsd ; 0.7 Years ;;
; B-326N ;Airbus A320-271N; C4Y168 ; 30 Sep 2021 ;lsd ; 0.5 Years ;;
; B-326P ;Airbus A320-271N; C4Y168 ; 22 Dec 2021 ;; 0.4 Years ;;
; B-328G ;Airbus A320-271N; C4Y168 ; On Order ;; 0.4 Years ;;
; B-328S ;Airbus A320-271N; C4Y168 ; On Order ;;;;
; B-329G ;Airbus A320-271N; C4Y168 ; On Order ;; 0.1 Years ;;
; B- ;Airbus A320-271N; C4Y168 ; On Order ;; 0.1 Years ;;
; B-2928 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 20 Jun 2018 ;; 3.7 Years ;;
; B-3118 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 1 Feb 2016 ;lsd ; 6.1 Years ;;
; B-3141 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 1 Mar 2016 ;lsd ; 6 Years ;;
; B-3142 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 5 Apr 2016 ;lsd ; 6 Years ;;
; B-3227 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 21 Jun 2016 ;lsf Hantech Leasing ; 5.7 Years ;;
; B-3228 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 20 Jul 2016 ;lsd ; 5.6 Years ;;
; B-3229 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 26 Aug 2016 ;lsd ; 5.5 Years ;;
; B-3230 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 18 Jan 2017 ;lsd ; 5.5 Years ;;
; B-3231 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 18 Apr 2017 ;lsd ; 5.4 Years ;;
; B-3237 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 18 Jan 2017 ; Parked, lsd ; 5.1 Years ;;
; B-3250 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 13 Mar 2017 ;lsd ; 5 Years ;;
; B-3251 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 12 Jun 2017 ;; 5 Years ;;
; B-3252 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 7 Jul 2017 ;lsd ; 4.9 Years ;;
; B-3297 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 20 Mar 2018 ; Parked ; 4.1 Years ;;
; B-3298 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 26 Mar 2018 ;lsd ; 4 Years ;;
; B-3346 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 16 May 2018 ;lsd ; 3.8 Years ;;
; B-3360 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 9 Apr 2013 ;; 9.1 Years ;;
; B-3361 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 10 May 2013 ;; 9 Years ;;
; B-3362 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 21 Jun 2013 ;; 8.9 Years ;;
; B-3363 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 28 Mar 2014 ;lsd ; 8 Years ;;
; B-3366 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 7 Jul 2014 ;lsd ; 7.8 Years ;;
; B-3368 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 22 Sep 2014 ;lsd ; 7.5 Years ;;
; B-3369 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 28 Nov 2014 ;lsd ; 7.3 Years ;;
; B-3371 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 25 Mar 2015 ;lsd ; 7 Years ;;
; B-3372 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 25 Mar 2015 ;lsd, "Ahsilisi" sticker ; 7 Years ;;
; B-3377 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 27 Apr 2015 ;lsf Tengyuan Leasing ; 6.9 Years ;;
; B-3378 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 27 Apr 2015 ;lsf Tengyuan Leasing ; 6.9 Years ;;
; B-3379 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 25 Jun 2015 ;lsd ; 6.8 Years ;;
; B-3380 ;Bombardier CRJ-900LR (CL-600-2D24); C3Y86 ; 25 Jun 2015 ;lsd ; 6.8 Years ;;
