;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VP-BBN ;Airbus A320-232; C8Y156 ; 11 Jun 2012 ;lsd ; 19.2 Years ;;
; VP-BCN ;Airbus A320-232; C8Y156 ; 4 Jul 2012 ;lsd ; 18.9 Years ;;
; VP-BCU ;Airbus A320-232; C8Y156 ; 31 Aug 2012 ;lsd ; 19 Years ;;
; VP-BHW ;Airbus A320-232; C8Y156 ; 9 Nov 2012 ;lsd ; 16.9 Years ;;
; VP-BHX ;Airbus A320-214; C8Y156 ; 14 Sep 2012 ;lsd ; 16.8 Years ;;
; VP-BHZ ;Airbus A320-214; C8Y156 ; 14 Sep 2012 ;lsd ; 16.9 Years ;;
; VQ-BWZ ;Airbus A320-232; Y180 ; 20 Jun 2017 ; Parked, lsd ; 16.1 Years ;;
; VQ-BZS ;Airbus A320-232; Y180 ; 4 Aug 2017 ; Parked, lsd ; 16.4 Years ;;
; VP-BWO ;Airbus A321-211; Y220 ; 29 Sep 2017 ; Parked, lsd ; 17.3 Years ;;
; VQ-BSM ;Airbus A321-231; Y219 ; Dec 2013 ; Parked, lsd ; 18.8 Years ;;
; VQ-BSQ ;Airbus A321-231; Y219 ; Dec 2013 ;lsd ; 18.9 Years ;;
; RA-67219 ;Bombardier Challenger 850 (CL-600-2B19); VIP ; 30 May 2011 ;; 13.7 Years ;;
; VQ-BSA ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; 13 Dec 2013 ;lsd ; 18 Years ;;
; VQ-BSB ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 14 Dec 2013 ;lsd ; 17.1 Years ;;
; RA-89068 ;Sukhoi Superjet 100-95LR; Y100 ; 7 Feb 2017 ;; 5.6 Years ;;
; RA-89069 ;Sukhoi Superjet 100-95LR; C8Y85 ; 9 Feb 2017 ;; 5.6 Years ;;
; RA-89070 ;Sukhoi Superjet 100-95LR; C8Y85 ; 13 Feb 2017 ; Parked ; 5.5 Years ;;
; RA-89071 ;Sukhoi Superjet 100-95LR; C8Y85 ; 16 Feb 2017 ;; 5.4 Years ;;
; RA-89072 ;Sukhoi Superjet 100-95LR; C8Y85 ; 22 Feb 2017 ; Parked ; 5.4 Years ;;
; RA-89073 ;Sukhoi Superjet 100-95LR; C8Y85 ; 22 Feb 2017 ; Parked, Роман Филипов / Roman Filipov ; 5.3 Years ;;
; RA-89081 ;Sukhoi Superjet 100-95LR; Y100 ; 2 Nov 2017 ;; 4.9 Years ;;
; RA-89082 ;Sukhoi Superjet 100-95LR; Y100 ; 31 Mar 2018 ;; 4.7 Years ;;
; RA-89086 ;Sukhoi Superjet 100-95LR; Y100 ; 6 Apr 2018 ;; 4.6 Years ;;
; RA-89087 ;Sukhoi Superjet 100-95B; Y100 ; 6 Apr 2018 ; Parked ; 5 Years ;;
; RA-89088 ;Sukhoi Superjet 100-95B; Y100 ; 15 May 2018 ;; 4.9 Years ;;
; RA-89089 ;Sukhoi Superjet 100-95LR; C8Y85 ; 21 Apr 2018 ;; 4.6 Years ;;
; RA-89090 ;Sukhoi Superjet 100-95LR; Y100 ; 18 Apr 2018 ;; 4.5 Years ;;
; RA-89091 ;Sukhoi Superjet 100-95LR; Y100 ; 12 May 2018 ;; 4.4 Years ;;
; RA-89092 ;Sukhoi Superjet 100-95LR; Y100 ; 25 Apr 2018 ;; 4.3 Years ;;
