;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; TF-NFC ;Airbus A340-313;; 3 Nov 2021 ; Parked ; 23.3 Years ;;
; TF-LFC ;Airbus A340-642;; 21 Oct 2021 ;; 18.6 Years ;;
; TF-MFC ;Airbus A340-642;; 3 Nov 2021 ; Parked SFB ; 18.7 Years ;;
; TF-AAJ ;Boeing 747-428;; 29 Sep 2021 ;; 18.9 Years ;;
; TF-AAK ;Boeing 747-428;; 2020 ;; 19 Years ;;
; TF-AAM ;Boeing 747-4H6;; Dec 2016 ; Parked, lsf Malaysia Airlines, lst Saudi Arabian Airlines ; 20.1 Years ;;
; TF-AMA ;Boeing 747-45E(BDSF); Cargo ; 19 Oct 2019 ; Parked, opf Saudi Arabian Airlines ; 27.1 Years ;;
; TF-AMB ;Boeing 747-412F; Cargo ; 29 Jul 2020 ;lsd, opf Saudi Arabian Airlines ; 25.3 Years ;;
; TF-AMC ;Boeing 747-412F; Cargo ; 2 Jun 2020 ;lsd, opf Magma Aviation ; 27.6 Years ;;
; TF-AME ;Boeing 747-409F; Cargo ; Due ; Stored ; 21.5 Years ;;
; TF-AMH ;Boeing 747-48E(M);; 18 Jan 2022 ; Parked, lsf JetOneX ; 24.4 Years ;;
; TF-AMI ;Boeing 747-412(BDSF); Cargo ; 1 Oct 2018 ;opf Magma Aviation ; 29.4 Years ;;
; TF-AMM ;Boeing 747-4H6(BDSF); Cargo ; 8 Mar 2018 ;lst Astral Aviation ; 28.9 Years ;;
; TF-AMN ;Boeing 747-4F6(BDSF); Cargo ; 18 Jun 2018 ;lsd, opf Magma Aviation ; 23.7 Years ;;
; TF-AMP ;Boeing 747-481(BCF); Cargo ; 4 Sep 2016 ;opf Magma Aviation ; 31.6 Years ;;
; TF-AMR ;Boeing 747-45E(BDSF); Cargo ; 8 May 2019 ;opf Saudi Arabian Airlines ; 27.2 Years ;;
; TF-AMU ;Boeing 747-48EF; Cargo ; 28 Oct 2017 ;lsd, lst Astral Aviation ; 22.9 Years ;;
