;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 5A-UAD ;Bombardier Challenger 850 (CL-600-2B19);; 3 Nov 2021 ;; 13.9 Years ;;
; N135SK ;Embraer EMB-135BJ Legacy; VIP ; 30 Jan 2008 ;; 14.9 Years ;;
; N135SL ;Embraer EMB-135BJ Legacy; VIP ; 7 Aug 2003 ; Parked ; 18.8 Years ;;
