;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; ZS-OAO ;Boeing 737-4S3; Y162 ; 6 Jan 2013 ;lsd ; 32.9 Years ;;
; ZS-OAR ;Boeing 737-476;; 30 Sep 2014 ;; 25.3 Years ;;
; ZS-ZWG ;Boeing 737-8LD(WL); Y174 ; 11 Feb 2016 ; Parked ; 6.1 Years ;;
; ZS-ZWH ;Boeing 737-8LD(WL); C24Y138 ; 29 Nov 2016 ;; 5.3 Years ;;
; ZS-ZWI ;Boeing 737-85R(WL); C24Y138 ; 22 Aug 2013 ;; 21.1 Years ;;
; ZS-ZWJ ;Boeing 737-8F2(WL);; 9 Mar 2018 ;lsd ; 16 Years ;;
; ZS-ZWM ;Boeing 737-8KN(WL);; 24 Sep 2019 ;lsd ; 10.5 Years ;;
; ZS-ZWP ;Boeing 737-86N(WL); C24Y138 ; 25 Aug 2015 ;lsd ; 22.2 Years ;;
; ZS-ZWS ;Boeing 737-86N(WL); C24Y138 ; 14 Nov 2015 ; Parked, lsd ; 20.1 Years ;;
; ZS-ZWU ;Boeing 737-8BK(WL); C24Y138 ; 3 Dec 2016 ;lsd ; 18.9 Years ;;
; ZS-ZWY ;Boeing 737-8KN(WL);; 18 Jul 2019 ;lsd ; 10.6 Years ;;
