;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; UR-CQX ;Boeing 737-4B7;; 7 May 2021 ;lsf YanAir ; 31.9 Years ;;
; TZ-SMA ;Boeing 737-529;; 24 Mar 2020 ;; 30.3 Years ;;
