;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; V8-RBW ;Airbus A320-232(WL); C12Y138 ; 24 Sep 2015 ; Parked, lsd ; 6.5 Years ;;
; V8-RBX ;Airbus A320-232(WL); C12Y138 ; 17 Nov 2015 ; Parked, lsd ; 6.3 Years ;;
; V8-RBA ;Airbus A320-251N; C12Y138 ; 23 May 2018 ; Parked ; 3.8 Years ;;
; V8-RBB ;Airbus A320-251N; C12Y138 ; 7 Jun 2018 ; Parked ; 3.8 Years ;;
; V8-RBC ;Airbus A320-251N; C12Y138 ; 26 Jul 2018 ; Parked ; 3.6 Years ;;
; V8-RBD ;Airbus A320-251N; C12Y138 ; 2 Aug 2018 ;Brunei Tourism cs ; 3.6 Years ;;
; V8-RBE ;Airbus A320-251N; C12Y138 ; 27 Aug 2018 ;; 3.6 Years ;;
; V8-RBF ;Airbus A320-251N; C12Y138 ; 9 Nov 2018 ; Parked ; 3.3 Years ;;
; V8-RBG ;Airbus A320-251N; C12Y138 ; 21 Nov 2018 ;; 3.3 Years ;;
; V8-DLA ;Boeing 787-8 Dreamliner; C18Y236 ; 1 Oct 2013 ;; 8.4 Years ;;
; V8-DLB ;Boeing 787-8 Dreamliner; C18Y236 ; 31 Oct 2013 ;; 8.4 Years ;;
; V8-DLC ;Boeing 787-8 Dreamliner; C18Y236 ; 25 Mar 2014 ;; 8 Years ;;
; V8-DLD ;Boeing 787-8 Dreamliner; C18Y236 ; 24 Apr 2014 ;; 7.9 Years ;;
; V8-DLE ;Boeing 787-8 Dreamliner; C18Y236 ; 28 Jun 2018 ; Parked ; 4.1 Years ;;
