;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; OO-HVA ;McDonnell Douglas DC-10-30CF;; 15 Nov 1995 ; 3 Apr 1996 ;XA-TDC TAESA ;lsd ;;
; OO-JOT ;McDonnell Douglas DC-10-30;; 3 Jun 1994 ; 15 May 1995 ;OO-JOT TAROM ;lsd ;;
; OO-LRM ;McDonnell Douglas DC-10-30;; 1 Apr 1998 ; 9 May 2000 ;N526MD Boeing Capital Corporation (BCC) ;lsd ;;
