;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; XA-MCF ;Boeing 737-36E(BDQC); Cargo ; Jul 2018 ;lsd ; 30.7 Years ;;
; XA-MCP ;Boeing 737-3Y0(BDQC); Cargo ; 19 May 2021 ; Parked, lsd ; 33.4 Years ;;
; XA-MCG ;Boeing 737-4Q8(SF); Cargo ; 28 Feb 2020 ;lsd ; 29.6 Years ;;
; XA-MCM ;Boeing 737-4Q8(SF); Cargo ; 7 Dec 2020 ;lsd ; 29.6 Years ;;
; XA- ;Boeing 737-490(C);; Due ; Stored, lsd ; 29.5 Years ;;
; XA-MCH ;Bombardier CRJ-100LR (CL-600-2B19); Y50 ; 5 Jun 2020 ; Parked, lsd ; 28.3 Years ;;
; XA-MCB ;Bombardier CRJ-200ER(PF) (CL-600-2B19); Cargo ; 2016 ;lsd ; 27.1 Years ;;
; XA-MCD ;Bombardier CRJ-200ER(PF) (CL-600-2B19); Cargo ; 2016 ;lsd ; 26.6 Years ;;
; XA-MCE ;Bombardier CRJ-200LR(PF) (CL-600-2B19); Cargo ; 22 Feb 2017 ;lsd ; 24.3 Years ;;
; XA-MCK ;Bombardier CRJ-200LR(PF) (CL-600-2B19); Cargo ; 14 Jul 2020 ;lsd ; 23.9 Years ;;
; XA-MCN ;Bombardier CRJ-200LR(PF) (CL-600-2B19); Cargo ; 9 Mar 2021 ;lsd ; 24.3 Years ;;
; XA-MCO ;Bombardier CRJ-200LR(PF) (CL-600-2B19); Cargo ; 29 Mar 2021 ;lsd ; 25.9 Years ;;
; XA-MCS ;Bombardier CRJ-200ER(PF) (CL-600-2B19); Cargo ; 2016 ;lsd ; 25.8 Years ;;
; XA- ;Bombardier CRJ-200LR (CL-600-2B19);; Due ; Stored ; 25.7 Years ;;
