;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; - ;Airbus A320-214; Y180 ; Due ; Stored ; 12.4 Years ;;
; 9H-SLD ;Airbus A320-214; Y180 ; 17 May 2021 ;lsd ; 14.1 Years ;;
; 9H-SLE ;Airbus A320-214; Y180 ; 6 Sep 2021 ;lsd, lst Air Peace ; 13.9 Years ;;
; 9H-SLF ;Airbus A320-214; Y180 ; 27 May 2021 ;lsd, lst Air Peace ; 14.2 Years ;;
; 9H-SLH ;Airbus A320-214; Y180 ; 7 Sep 2021 ;lsd, lst Air Peace ; 14 Years ;;
; 9H-SLI ;Airbus A320-214; Y180 ; 7 Sep 2021 ;lsd, lst Air Peace ; 12.9 Years ;;
; 9H-SLJ ;Airbus A320-214; Y180 ; 22 Jul 2021 ;lsd, lst Air Peace ; 12.9 Years ;;
; 9H-SLK ;Airbus A320-214; Y180 ; 6 Sep 2021 ; Parked, lsd ; 20.1 Years ;;
; ES-SAM ;Airbus A320-232; Y180 ; 2 Apr 2015 ;lsd ; 19.3 Years ;;
; ES-SAQ ;Airbus A320-214; Y180 ; 15 Sep 2021 ; Parked DGX, lsd ; 23 Years ;;
; ES-SAW ;Airbus A320-232; Y180 ; 14 Sep 2021 ;lsd ; 20.3 Years ;;
; ES-SAX ;Airbus A320-214; Y180 ; 17 Feb 2022 ; Parked, lsd ; 12.7 Years ;;
; ES-SAZ ;Airbus A320-232; Y180 ; 29 Jun 2021 ;lsd ; 14.3 Years ;;
; YL-LCS ;Airbus A320-214; Y180 ; 23 Sep 2019 ; Parked DGX, lsd ; 26.3 Years ;;
; YL-LCT ;Airbus A320-214; Y180 ; 1 Nov 2021 ;lsd ; 17.8 Years ;;
; YL-LCU ;Airbus A320-214; Y180 ; 31 Oct 2018 ;lsd ; 20 Years ;;
; YL-LDD ;Airbus A320-232; Y180 ; 20 Jan 2022 ; Parked ; 14.4 Years ;;
; YL-LDE ;Airbus A320-232; Y180 ; 5 Jan 2022 ; Parked, lsd ; 14.3 Years ;;
; YL-LDI ;Airbus A320-232; Y180 ; 12 Aug 2021 ; Parked, lsd ; 11.8 Years ;;
; YL-LDJ ;Airbus A320-232; Y180 ; 7 Sep 2021 ; Parked, lsd ; 11.7 Years ;;
; YL-LDK ;Airbus A320-232; Y180 ; 17 Sep 2021 ;lsd ; 11.6 Years ;;
; 9H-CGA ;Airbus A321-211(PCF); Cargo ; 4 Jun 2021 ;lsd, opf DHL ; 23.4 Years ;;
; 9H-CGB ;Airbus A321-211(P2F); Cargo ; 29 Sep 2021 ;lsd, opf DHL ; 22.8 Years ;;
; 9H-CGC ;Airbus A321-231(PCF); Cargo ; Due ; Stored, lsd ; 21.9 Years ;;
; 9H-CGD ;Airbus A321-211(PCF); Cargo ; Due ; Stored, lsd ; 24.1 Years ;;
; 9H-SLC ;Airbus A321-211; Y220 ; 29 Jan 2021 ; Parked, lsd ; 11.4 Years ;;
; 9H-SLG ;Airbus A321-231;; Jul 2021 ;lsd ; 19 Years ;;
; YL-LCQ ;Airbus A321-231; Y220 ; 23 Sep 2019 ;lsd ; 17.9 Years ;;
; YL-LCV ;Airbus A321-231; Y220 ; 4 Nov 2019 ;lsd ; 17.9 Years ;;
; YL-LCZ ;Airbus A321-211; Y220 ; 30 Sep 2020 ; Parked CAN, lsd ; 15.4 Years ;;
; YL-LDA ;Airbus A321-211; Preighter ; 11 Nov 2019 ; Parked SAT, lsd ; 15.4 Years ;;
; YL-LDB ;Airbus A321-211; Y220 ; 5 May 2020 ; Parked CAN, lsd ; 17.3 Years ;;
; 9H-SMA ;Airbus A330-343; Preighter ; 9 Jun 2021 ; Parked, lsd ; 14 Years ;;
; 9H-SMC ;Airbus A330-343; Preighter ; 28 Jun 2021 ; Parked, lsd ; 13.7 Years ;;
; 9H-SMD ;Airbus A330-343; Preighter ; 3 Jun 2021 ; Parked, lsd ; 9.1 Years ;;
; 9H-SME ;Airbus A330-343; Preighter ; 18 Jun 2021 ;lsd ; 13.5 Years ;;
; 9H-SMF ;Airbus A330-343; Preighter ; 24 Nov 2021 ; Parked, lsd ; 7.8 Years ;;
; 9H-SMI ;Airbus A330-343; Preighter ; 27 Jan 2022 ; Parked, lsd ; 15.5 Years ;;
; - ;Boeing 737-8 MAX;; Due ; Stored, lsd ; 2.8 Years ;;
