;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; EY-560 ;Boeing 737-529; Y132 ; 9 May 2019 ; Parked, lsf Asia Sky Lines ;; 29.8 Years ;;
; ET-AVU ;Embraer ERJ-145LR;; Apr 2021 ;lsf National Airways ; Damerjog ; 17.9 Years ;;
; ET-AVV ;Embraer ERJ-145LR;; May 2019 ;lsf National Airways ; Damerjog / Moucha ; 18 Years ;;
