;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; PP-SNL ;Airbus A300B2-203; C26Y214 ; 5 Nov 1982 ; Sep 2004 ; Scrapped ;;;
; PP-SNM ;Airbus A300B2-203; C28Y212 ; 8 Nov 1982 ; 27 Jan 2005 ; Scrapped ;;;
; PP-SNN ;Airbus A300B2-203; C28Y212 ; Jun 1991 ; Sep 2004 ; Scrapped ;;;
; PP-SRT ;BAC 1-11-422EQ One-Eleven;; 19 Dec 1967 ; May 1974 ;N18814 Carver Aero ;;;
; PP-SRU ;BAC 1-11-422EQ One-Eleven;; 19 Dec 1967 ; 23 Jun 1974 ;N18813 Carver Aero ;;;
; PP-SFI ;Boeing 737-2Q3(A); Y107 ; 30 Jun 1998 ; 27 Jan 2005 ; Preserved ;;;
; PP-SFS ;Boeing 737-2Q3(A);; Apr 1999 ; 18 Oct 1999 ;VP-BBP LAN Peru ;;;
; PP-SMA ;Boeing 737-2A1; Y107 ; 18 Jul 1969 ; Sep 2004 ; Preserved ;;;
; PP-SMB ;Boeing 737-2A1(F); Cargo ; 18 Jul 1969 ; 27 Jan 2005 ; Preserved ;;;
; PP-SMC ;Boeing 737-2A1; Y107 ; 18 Jul 1969 ;; Preserved ;;;
; PP-SMD ;Boeing 737-2A1;; 18 Jul 1969 ; 1 Oct 1974 ;N25SW Southwest Airlines ;;;
; PP-SME ;Boeing 737-2A1;; 25 Jul 1969 ; 28 Jan 1986 ; Written Off ;;;
; PP-SMF ;Boeing 737-2A1(A); Y107 ; 14 Jul 1972 ; 2004 ; Scrapped ;;;
; PP-SMG ;Boeing 737-2A1(A); Y107 ; 10 Jul 1973 ; 27 Jan 2005 ; Scrapped ;;;
; PP-SMH ;Boeing 737-2A1(A); Y107 ; 17 Aug 1973 ; 27 Jan 2005 ; Preserved ;;;
; PP-SMP ;Boeing 737-2A1(A); Y107 ; 21 Sep 1973 ; 27 Jan 2005 ; Preserved ;;;
; PP-SMQ ;Boeing 737-214; Y107 ; 16 May 1974 ;; Scrapped ;;;
; PP-SMR ;Boeing 737-214; Y107 ; 16 May 1974 ; Sep 2004 ; Preserved ;;;
; PP-SMS ;Boeing 737-214; Y107 ; 16 May 1974 ;; Scrapped ;;;
; PP-SMT ;Boeing 737-214; Y107 ; 16 May 1974 ; Sep 2004 ; Scrapped ;;;
; PP-SMU ;Boeing 737-2A1(A); Y107 ; 4 Sep 1974 ; 27 Jan 2005 ; Scrapped ;;;
; PP-SMV ;Boeing 737-2A1(A);; 9 Aug 1974 ; 2 Feb 1995 ; Written Off ;;;
; PP-SMW ;Boeing 737-2H4C; Cargo ; 27 Sep 1974 ; 27 Jan 2005 ; Preserved ;;;
; PP-SMX ;Boeing 737-2A1(A);; 28 Aug 1974 ; 2 Apr 1978 ; Written Off ;;;
; PP-SMY ;Boeing 737-2A1(A);; 4 Oct 1974 ; 24 May 1982 ; Written Off ;;;
