;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; N615NK ;Airbus A320-232; C4Y174 ; 11 Jun 2012 ;; 3615 ; 9.8 Years ;;;
; N616NK ;Airbus A320-232; C4Y174 ; 15 Nov 2012 ;lsd ; 3616 ; 9.3 Years ;;;
; N617NK ;Airbus A320-232; C4Y174 ; 5 Dec 2012 ;lsd ; 3617 ; 9.3 Years ;;;
; N618NK ;Airbus A320-232(WL); C4Y174 ; 24 Jan 2013 ;lsd ; 3618 ; 9.1 Years ;;;
; N619NK ;Airbus A320-232(WL); C4Y174 ; 21 Mar 2013 ;lsd ; 3619 ; 9 Years ;;;
; N620NK ;Airbus A320-232(WL); C4Y174 ; 28 May 2013 ; Parked, lsd ; 3620 ; 8.8 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; N621NK ;Airbus A320-232(WL); C4Y174 ; 11 Jul 2013 ;lsd ; 3621 ; 8.7 Years ;;;
; N622NK ;Airbus A320-232(WL); C4Y174 ; 22 Oct 2013 ;lsd ; 3622 ; 8.4 Years ;;;
; N623NK ;Airbus A320-232(WL); C4Y174 ; 25 Nov 2013 ;lsd ; 3623 ; 8.3 Years ;;;
; N624NK ;Airbus A320-232(WL); C4Y174 ; 9 Dec 2013 ;lsd ; 3624 ; 8.3 Years ;;;
; N625NK ;Airbus A320-232(WL); C4Y174 ; 31 Jan 2014 ;lsd ; 3625 ; 8.1 Years ;;;
; N626NK ;Airbus A320-232(WL); C4Y174 ; 10 Mar 2014 ;lsd ; 3626 ; 8.1 Years ;;;
; N627NK ;Airbus A320-232(WL); C4Y174 ; 5 May 2014 ;lsd ; 3627 ; 7.9 Years ;;;
; N628NK ;Airbus A320-232(WL); C4Y174 ; 23 Jul 2014 ;; 3628 ; 7.7 Years ;;;
; N629NK ;Airbus A320-232(WL); C4Y174 ; 16 Oct 2014 ;; 3629 ; 7.4 Years ;;;
; N630NK ;Airbus A320-232(WL); C4Y174 ; 30 Oct 2014 ;lsd ; 3630 ; 7.4 Years ;;;
; N631NK ;Airbus A320-232(WL); C4Y174 ; 4 Nov 2014 ;; 3631 ; 7.4 Years ;;;
; N632NK ;Airbus A320-232(WL); C4Y174 ; 25 Nov 2014 ;; 3632 ; 7.4 Years ;;;
; N633NK ;Airbus A320-232(WL); C4Y174 ; 18 Nov 2014 ;lsd ; 3633 ; 7.4 Years ;;;
; N634NK ;Airbus A320-232(WL); C4Y174 ; 11 Dec 2014 ;; 3634 ; 7.3 Years ;;;
; N635NK ;Airbus A320-232(WL); C4Y174 ; 19 Dec 2014 ;lsd ; 3635 ; 7.3 Years ;;;
; N636NK ;Airbus A320-232(WL); C4Y174 ; 22 Jan 2015 ;; 3636 ; 7.2 Years ;;;
; N637NK ;Airbus A320-232(WL); C4Y174 ; 28 Jan 2015 ;; 3637 ; 7.1 Years ;;;
; N638NK ;Airbus A320-232(WL); C4Y174 ; 23 Feb 2015 ;; 3638 ; 7.1 Years ;;;
; N639NK ;Airbus A320-232(WL); C4Y174 ; 5 Mar 2015 ;; 3639 ; 7 Years ;;;
; N640NK ;Airbus A320-232(WL); C4Y174 ; 23 Mar 2015 ;; 3640 ; 7 Years ;;;
; N641NK ;Airbus A320-232(WL); C8Y174 ; 30 Apr 2015 ;; 3641 ; 6.9 Years ;;;
; N642NK ;Airbus A320-232(WL); C8Y174 ; 22 May 2015 ;; 3642 ; 6.9 Years ;;;
; N643NK ;Airbus A320-232(WL); C8Y174 ; 8 Jun 2015 ;; 3643 ; 6.8 Years ;;;
; N644NK ;Airbus A320-232(WL); C8Y174 ; 8 Jun 2016 ;; 3644 ; 5.8 Years ;;;
; N645NK ;Airbus A320-232(WL); C8Y174 ; 15 Mar 2016 ;; 3645 ; 6 Years ;;;
; N646NK ;Airbus A320-232(WL); C8Y174 ; 31 Mar 2016 ;; 3646 ; 6 Years ;;;
; N647NK ;Airbus A320-232(WL); C8Y174 ; 6 Apr 2017 ;; 3647 ; 5 Years ;;;
; N648NK ;Airbus A320-232(WL); C8Y174 ; 25 Apr 2017 ;; 3648 ; 4.9 Years ;;;
; N649NK ;Airbus A320-232(WL); C8Y174 ; 17 May 2017 ;; 3649 ; 4.8 Years ;;;
; N650NK ;Airbus A320-232(WL); C8Y174 ; 29 Aug 2017 ;; 3650 ; 4.5 Years ;;;
; N651NK ;Airbus A320-232(WL); C8Y174 ; 14 Dec 2017 ;; 3651 ; 4.2 Years ;;;
; N652NK ;Airbus A320-232(WL); C8Y174 ; 21 Dec 2017 ;; 3652 ; 4.2 Years ;;;
; N653NK ;Airbus A320-232(WL); C8Y174 ; 31 Jan 2018 ;; 3653 ; 4.1 Years ;;;
; N654NK ;Airbus A320-232(WL); C8Y174 ; 23 Apr 2018 ;; 3654 ; 3.9 Years ;;;
; N655NK ;Airbus A320-232(WL); C8Y174 ; 27 Aug 2018 ;; 3655 ; 3.6 Years ;;;
; N656NK ;Airbus A320-232(WL); C8Y174 ; 28 Aug 2018 ;; 3656 ; 3.6 Years ;;;
; N690NK ;Airbus A320-232(WL); C8Y174 ; 2 Oct 2018 ;; 3690 ; 3.4 Years ;;;
; N691NK ;Airbus A320-232(WL); C8Y174 ; 14 Dec 2018 ;; 3691 ; 3.2 Years ;;;
; N692NK ;Airbus A320-232(WL); C8Y174 ; 7 Dec 2018 ;; 3692 ; 3.3 Years ;;;
; N693NK ;Airbus A320-232(WL); C8Y174 ; 17 Dec 2018 ;; 3693 ; 3.2 Years ;;;
; N694NK ;Airbus A320-232(WL); C8Y174 ; 17 Dec 2018 ;; 3694 ; 3.2 Years ;;;
; N695NK ;Airbus A320-232(WL); C8Y174 ; 1 Feb 2019 ;; 3695 ; 3.1 Years ;;;
; N696NK ;Airbus A320-232(WL); C8Y174 ; 14 May 2019 ;; 3696 ; 2.8 Years ;;;
; N697NK ;Airbus A320-232; C4Y174 ; 25 Sep 2019 ;lsd ; 3697 ; 11.8 Years ;;;
; N698NK ;Airbus A320-232; C4Y174 ; 20 Aug 2019 ;lsd ; 3698 ; 11.9 Years ;;;
; N901NK ;Airbus A320-271N; C8Y174 ; 7 Oct 2016 ;lsd ; 4901 ; 5.4 Years ;;;
; N902NK ;Airbus A320-271N; C8Y174 ; 13 Oct 2016 ;lsd ; 4902 ; 5.4 Years ;;;
; N903NK ;Airbus A320-271N; C8Y174 ; 9 Nov 2016 ;lsd ; 4903 ; 5.4 Years ;;;
; N904NK ;Airbus A320-271N; C8Y174 ; 7 Dec 2016 ;lsd ; 4904 ; 5.3 Years ;;;
; N905NK ;Airbus A320-271N; C8Y174 ; 14 Dec 2016 ;lsd ; 4905 ; 5.2 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; N906NK ;Airbus A320-271N; C8Y174 ; 3 Apr 2019 ;lsd ; 4906 ; 4.1 Years ;;;
; N907NK ;Airbus A320-271N; C8Y174 ; 30 Jan 2019 ;lsd ; 4907 ; 3.5 Years ;;;
; N908NK ;Airbus A320-271N; C8Y174 ; 17 Dec 2018 ;lsd ; 4908 ; 3.2 Years ;;;
; N910NK ;Airbus A320-271N; C8Y174 ; 20 Dec 2018 ;lsd ; 4910 ; 3.2 Years ;;;
; N912NK ;Airbus A320-271N; C8Y174 ; 12 Feb 2019 ;lsd ; 4912 ; 3.3 Years ;;;
; N913NK ;Airbus A320-271N; C8Y174 ; 8 Feb 2019 ;lsd ; 4913 ; 4.3 Years ;;;
; N915NK ;Airbus A320-271N; C8Y174 ; 1 Mar 2019 ;lsd ; 4915 ; 4.1 Years ;;;
; N916NK ;Airbus A320-271N; C8Y174 ; 19 Sep 2019 ;lsd ; 4916 ; 2.5 Years ;;;
; N917NK ;Airbus A320-271N; C8Y174 ; 15 Nov 2019 ;; 4917 ; 2.3 Years ;;;
; N918NK ;Airbus A320-271N; C8Y174 ; 8 Nov 2019 ;; 4918 ; 2.3 Years ;;;
; N919NK ;Airbus A320-271N; C8Y174 ; 26 Nov 2019 ;; 4919 ; 2.3 Years ;;;
; N920NK ;Airbus A320-271N; C8Y174 ; 2 Dec 2019 ;; 4920 ; 2.3 Years ;;;
; N921NK ;Airbus A320-271N; C8Y174 ; 19 Nov 2019 ;; 4921 ; 2.3 Years ;;;
; N922NK ;Airbus A320-271N; C8Y174 ; 23 Dec 2019 ;; 4922 ; 2.2 Years ;;;
; N923NK ;Airbus A320-271N; C8Y174 ; 19 Dec 2019 ;; 4923 ; 2.2 Years ;;;
; N924NK ;Airbus A320-271N; C8Y174 ; 21 Jan 2020 ;; 4924 ; 2.1 Years ;;;
; N925NK ;Airbus A320-271N; C8Y174 ; 30 Jan 2020 ;; 4925 ; 2.1 Years ;;;
; N926NK ;Airbus A320-271N; C8Y174 ; 20 Feb 2020 ;; 4926 ; 2.1 Years ;;;
; N927NK ;Airbus A320-271N; C8Y174 ; 11 Mar 2020 ;lsd ; 4927 ; 2.7 Years ;;;
; N928NK ;Airbus A320-271N; C8Y174 ; 6 Apr 2020 ;lsd ; 4928 ; 2.6 Years ;;;
; N929NK ;Airbus A320-271N; C8Y174 ; 28 Feb 2020 ;lsd ; 4929 ; 2 Years ;;;
; N930NK ;Airbus A320-271N; C8Y174 ; 26 Mar 2020 ;; 4930 ; 1.9 Years ;;;
; N931NK ;Airbus A320-271N; C8Y174 ; 7 Apr 2020 ;; 4931 ; 1.9 Years ;;;
; N932NK ;Airbus A320-271N; C8Y174 ; 18 Jun 2020 ;; 4932 ; 1.7 Years ;;;
; N933NK ;Airbus A320-271N; C8Y174 ; 14 Aug 2020 ;; 4933 ; 1.6 Years ;;;
; N934NK ;Airbus A320-271N; C8Y174 ; 1 Oct 2020 ;; 4934 ; 1.5 Years ;;;
; N935NK ;Airbus A320-271N; C8Y174 ; 6 Oct 2020 ;; 4935 ; 1.4 Years ;;;
; N936NK ;Airbus A320-271N; C8Y174 ; 12 Mar 2021 ;lsd ; 4936 ; 1 Years ;;;
; N937NK ;Airbus A320-271N; C8Y174 ; 26 Mar 2021 ;lsd ; 4937 ; 1.1 Years ;;;
; N938NK ;Airbus A320-271N; C8Y174 ; 12 May 2021 ;lsd ; 4938 ; 0.8 Years ;;;
; N939NK ;Airbus A320-271N; C8Y174 ; 25 Jun 2021 ;lsd ; 4939 ; 0.8 Years ;;;
; N940NK ;Airbus A320-271N; C8Y174 ; 30 Jun 2021 ;; 4940 ; 0.7 Years ;;;
; N941NK ;Airbus A320-271N; C8Y174 ; 9 Jun 2021 ;; 4941 ; 0.8 Years ;;;
; N942NK ;Airbus A320-271N; C8Y174 ; 29 Jun 2021 ;; 4942 ; 0.7 Years ;;;
; N943NK ;Airbus A320-271N; C8Y174 ; 22 Jul 2021 ;; 4943 ; 0.6 Years ;;;
; N944NK ;Airbus A320-271N; C8Y174 ; 16 Jul 2021 ;lsd ; 4944 ; 0.7 Years ;;;
; N945NK ;Airbus A320-271N; C8Y174 ; 30 Jul 2021 ;lsd ; 4945 ; 0.6 Years ;;;
; N946NK ;Airbus A320-271N; C8Y174 ; 2 Sep 2021 ;lsd ; 4946 ; 0.5 Years ;;;
; N947NK ;Airbus A320-271N; C8Y174 ; 23 Nov 2021 ;; 4947 ; 0.3 Years ;;;
; N948NK ;Airbus A320-271N; C8Y174 ; 22 Dec 2021 ;lsd ; 4948 ; 0.2 Years ;;;
; N949NK ;Airbus A320-271N; C8Y174 ; 23 Nov 2021 ;; 4949 ; 0.3 Years ;;;
; N950NK ;Airbus A320-271N; C8Y174 ; 17 Dec 2021 ;; 4950 ; 0.2 Years ;;;
; N951NK ;Airbus A320-271N; C8Y174 ; 10 Dec 2021 ;; 4951 ; 0.2 Years ;;;
; N952NK ;Airbus A320-271N; C8Y174 ; 13 Jan 2022 ;; 4952 ; 0.1 Years ;;;
; N953NK ;Airbus A320-271N; C8Y174 ; 25 Jan 2022 ;; 4953 ; 0.1 Years ;;;
; N954NK ;Airbus A320-271N; C8Y174 ; On Order ;; 4954 ;;;;
; N657NK ;Airbus A321-231(WL); C8Y220 ; 10 Jul 2015 ;; 5657 ; 6.7 Years ;;;
; N658NK ;Airbus A321-231(WL); C8Y220 ; 11 Aug 2015 ;; 5658 ; 6.6 Years ;;;
; N659NK ;Airbus A321-231(WL); C8Y220 ; 17 Sep 2015 ;; 5659 ; 6.5 Years ;;;
; N660NK ;Airbus A321-231(WL); C8Y220 ; 22 Oct 2015 ;; 5660 ; 6.4 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; N661NK ;Airbus A321-231(WL); C8Y220 ; 30 Nov 2015 ;; 5661 ; 6.3 Years ;;;
; N662NK ;Airbus A321-231(WL); C8Y220 ; 18 Dec 2015 ;; 5662 ; 6.2 Years ;;;
; N663NK ;Airbus A321-231(WL); C8Y220 ; 26 Feb 2016 ;; 5663 ; 6 Years ;;;
; N664NK ;Airbus A321-231(WL); C8Y220 ; 12 Apr 2016 ;; 5664 ; 6 Years ;;;
; N665NK ;Airbus A321-231(WL); C8Y220 ; 31 Mar 2016 ;; 5665 ; 5.9 Years ;;;
; N667NK ;Airbus A321-231(WL); C8Y220 ; 28 Apr 2016 ;; 5667 ; 5.9 Years ;;;
; N668NK ;Airbus A321-231(WL); C8Y220 ; 27 May 2016 ;; 5668 ; 5.8 Years ;;;
; N669NK ;Airbus A321-231(WL); C8Y220 ; 7 Sep 2016 ;; 5669 ; 5.5 Years ;;;
; N670NK ;Airbus A321-231(WL); C8Y220 ; 16 Sep 2016 ;; 5670 ; 5.5 Years ;;;
; N671NK ;Airbus A321-231(WL); C8Y220 ; 17 Nov 2016 ;; 5671 ; 5.3 Years ;;;
; N672NK ;Airbus A321-231(WL); C8Y220 ; 31 Jan 2017 ;; 5672 ; 5.1 Years ;;;
; N673NK ;Airbus A321-231(WL); C8Y220 ; 21 Feb 2017 ;; 5673 ; 5.1 Years ;;;
; N674NK ;Airbus A321-231(WL); C8Y220 ; 31 Mar 2017 ;; 5674 ; 5 Years ;;;
; N675NK ;Airbus A321-231(WL); C8Y220 ; 9 May 2017 ;; 5675 ; 4.8 Years ;;;
; N676NK ;Airbus A321-231(WL); C8Y220 ; 5 Jul 2017 ;; 5676 ; 4.7 Years ;;;
; N677NK ;Airbus A321-231(WL); C8Y220 ; 28 Jul 2017 ;; 5677 ; 4.6 Years ;;;
; N678NK ;Airbus A321-231(WL); C8Y220 ; 31 Aug 2017 ;; 5678 ; 4.5 Years ;;;
; N679NK ;Airbus A321-231(WL); C8Y220 ; 25 Oct 2017 ;; 5679 ; 4.4 Years ;;;
; N680NK ;Airbus A321-231(WL); C8Y220 ; 15 Nov 2017 ;; 5680 ; 4.3 Years ;;;
; N681NK ;Airbus A321-231(WL); C8Y220 ; 30 Nov 2017 ;; 5681 ; 4.3 Years ;;;
; N682NK ;Airbus A321-231(WL); C8Y220 ; 20 Dec 2017 ;; 5682 ; 4.2 Years ;;;
; N683NK ;Airbus A321-231(WL); C8Y220 ; 14 Feb 2018 ;; 5683 ; 4.1 Years ;;;
; N684NK ;Airbus A321-231(WL); C8Y220 ; 8 Feb 2018 ;; 5684 ; 4.1 Years ;;;
; N685NK ;Airbus A321-231(WL); C8Y220 ; 12 Mar 2018 ;; 5685 ; 4 Years ;;;
; N686NK ;Airbus A321-231(WL); C8Y220 ; 22 Mar 2018 ;; 5686 ; 4 Years ;;;
; N687NK ;Airbus A321-231(WL); C8Y220 ; 30 Mar 2018 ;; 5687 ; 3.9 Years ;;;
