;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;
; N15VA ;Embraer ERJ-145LR; Y50 ; 17 Nov 2016 ;; 015 ; 23.7 Years ;;
; N25VA ;Embraer ERJ-145LR; Y50 ; 17 Feb 2017 ;; 25 ; 22.9 Years ;;
; N43VA ;Embraer ERJ-145LR; Y50 ; 28 Jul 2016 ;; 43 ; 23.8 Years ;;
; N46VA ;Embraer ERJ-145LR; Y50 ; 2 Feb 2016 ;; 46 ; 23.2 Years ;;
; N47VA ;Embraer ERJ-145LR; Y50 ; 2 Feb 2016 ;; 47 ; 23.1 Years ;;
; N49VA ;Embraer ERJ-145LR; Y50 ; 17 Feb 2017 ;; 49 ; 22.7 Years ;;
; N67VA ;Embraer ERJ-145LR; Y50 ; 8 Aug 2017 ;; 67 ; 21.3 Years ;;
; N70VA ;Embraer ERJ-145LR; Y50 ; 11 Oct 2017 ;; 70 ; 21 Years ;;
; N87VA ;Embraer ERJ-145LR; Y50 ; 7 Dec 2017 ;; 87 ; 20.9 Years ;;
; N92VA ;Embraer ERJ-145LR; Y50 ; Oct 2016 ;; 92 ; 22.7 Years ;;
