;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; N708S ;Boeing 737-528;; 12 Nov 2015 ;; 26.8 Years ;;
; N709S ;Boeing 737-5L9(WL);; 21 Jun 2017 ;; 25 Years ;;
