;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; G-JECP ;Bombardier DHC-8-402Q Dash 8; Y78 ; Due ; Stored, lsd ; 15.5 Years ;;
; G-JECX ;Bombardier DHC-8-402Q Dash 8; Y78 ; 5 Nov 2021 ;lsd ; 15 Years ;;
; G-JECY ;Bombardier DHC-8-402Q Dash 8; Y78 ; 10 Feb 2022 ; Parked, lsd ; 15 Years ;;
