;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;
; C-GGWF ;Boeing 737-4K5; Y158 ; Due ;opby Nolinor Aviation ;; 32.4 Years ;;
; C-GGWV ;Boeing 737-4Y0; Y158 ; 25 Sep 2020 ;opby Nolinor Aviation ; 688 ; 31.7 Years ;;
; C-GGWX ;Boeing 737-408; Y158 ; 25 Jun 2020 ;opby Nolinor Aviation ; 804 ; 31.9 Years ;;
; C-FHNM ;Boeing 737-8Q8(WL); Y189 ; 8 Oct 2021 ;opby Nolinor Aviation ;; 20.2 Years ;;
