;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; B-16209 ;Airbus A321-211(WL); C8Y176 ; 8 Sep 2015 ;lsd ; 7.9 Years ;;
; B-16210 ;Airbus A321-211(WL); C8Y176 ; 20 Sep 2015 ;lsd ; 7.8 Years ;;
; B-17001 ;ATR 72-600 (72-212A); Y70 ; 27 Sep 2012 ;Bad Badtz-Maru cs ; 9.4 Years ;;
; B-17002 ;ATR 72-600 (72-212A); Y70 ; 13 Dec 2012 ;; 9.2 Years ;;
; B-17003 ;ATR 72-600 (72-212A); Y70 ; 26 Apr 2013 ;; 8.9 Years ;;
; B-17005 ;ATR 72-600 (72-212A); Y70 ; 7 Jun 2013 ;; 8.7 Years ;;
; B-17006 ;ATR 72-600 (72-212A); Y70 ; 1 Aug 2013 ;; 8.6 Years ;;
; B-17007 ;ATR 72-600 (72-212A); Y70 ; 25 Oct 2013 ;; 8.4 Years ;;
; B-17008 ;ATR 72-600 (72-212A); Y70 ; 20 Dec 2013 ;; 8.2 Years ;;
; B-17009 ;ATR 72-600 (72-212A); Y70 ; 5 Mar 2014 ;; 8 Years ;;
; B-17011 ;ATR 72-600 (72-212A); Y70 ; 11 Jul 2014 ;; 7.7 Years ;;
; B-17012 ;ATR 72-600 (72-212A); Y70 ; 5 Sep 2014 ;; 7.5 Years ;;
; B-17013 ;ATR 72-600 (72-212A); Y70 ; 23 Oct 2014 ;lsd ; 7.4 Years ;;
; B-17015 ;ATR 72-600 (72-212A); Y70 ; 15 Apr 2015 ;; 7 Years ;;
; B-17016 ;ATR 72-600 (72-212A); Y70 ; 28 Dec 2021 ;; 5.6 Years ;;
