;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; C5-BDO ;Boeing 737-36N; C8Y120 ; Mar 2015 ;; 24.1 Years ;;
; C5-BDA ;Boeing 737-55S; C8Y105 ; May 2018 ;; 24.8 Years ;;
; C5-BDB ;Boeing 737-5H6; C8Y105 ; 2013 ;; 27.6 Years ;;
; C5-BDC ;Boeing 737-55S; C8Y105 ; Oct 2019 ;; 23.1 Years ;;
; C5-BDD ;Boeing 737-55S; C8Y105 ; Nov 2019 ;; 24 Years ;;
; C5-BDV ;Boeing 737-5H6; C8Y105 ; 2014 ;; 27.4 Years ;;
; ST-BDR ;Boeing 737-58E;; Aug 2018 ;; 24.1 Years ;;
; 4L-MWA ;Boeing 737-8AL; C8Y162 ; 20 Jun 2020 ;lsf MyWay Airlines ; 15 Years ;;
; OM-IEX ;Boeing 737-8BK(WL); C8Y162 ; 2 May 2021 ;lsf AirExplore ; 17.4 Years ;;
; OM-KEX ;Boeing 737-8BK(WL); C8Y162 ; 2 Feb 2021 ; Parked BUD, lsf AirExplore ; 17.9 Years ;;
; OM-LEX ;Boeing 737-8BK(WL); C8Y162 ; 11 Aug 2021 ;lsf AirExplore ; 14.9 Years ;;
; ZS-MIF ;Embraer ERJ-145LR; Y50 ; Aug 2019 ;lsf Sahara African Aviation ; 17.5 Years ;;
