;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; CS-TFY ;Airbus A320-232; C26 ; 7 Nov 2008 ; 10 Jun 2021 ;CS-TFY Luxaviation Portugal ;;;
; CS-DVY ;Embraer EMB-135BJ Legacy 600; VIP ; 13 May 2016 ; Jan 2018 ;T7-MPI Private ;;;
