;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; LY-FJI ;Airbus A320-232; Y180 ; 23 Oct 2021 ;lsd ; 18.1 Years ;;
; LY-NZL ;Airbus A320-214; Y180 ; 3 Sep 2021 ;lsd, lst Aero Contractors ; 17 Years ;;
; LY-VUT ;Airbus A320-232; Y180 ; 29 Dec 2021 ;lsd ; 14.4 Years ;;
; LY-MAC ;Airbus A330-243; C30Y199 ; Due ; Stored, lsd ; 12.5 Years ;;
; LY-PLW ;Airbus A330-243; Preighter ; 7 Dec 2021 ;lsd ; 12.8 Years ;;
; LY-TKL ;Airbus A330-243; C30Y199 ; 22 Dec 2021 ;lsd ; 12.6 Years ;;
