;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; G-LCAA ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 30 Apr 2019 ;lsd, opf British Airways ; 10.6 Years ;;
; G-LCAB ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 11 Jul 2019 ;lsd, opf British Airways ; 10.6 Years ;;
; G-LCAC ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 20 Aug 2020 ;lsd, opf British Airways ; 10.1 Years ;;
; G-LCAD ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 15 Oct 2020 ;lsd, opf British Airways ; 9.9 Years ;;
; G-LCAE ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 22 Oct 2020 ;lsd, opf British Airways ; 9.8 Years ;;
; G-LCAF ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 10 Dec 2020 ; Parked, lsd, opf British Airways ; 9.7 Years ;;
; G-LCAG ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 21 May 2021 ;lsd, opf British Airways ; 9.6 Years ;;
; G-LCAH ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 9 Sep 2021 ;lsd, opf British Airways ; 9.6 Years ;;
; G-LCYJ ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 4 Mar 2010 ;opf British Airways ; 12.1 Years ;;
; G-LCYK ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 8 Apr 2010 ;opf British Airways ; 12 Years ;;
; G-LCYL ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 29 Apr 2010 ;opf British Airways ; 12 Years ;;
; G-LCYM ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 27 May 2010 ; Parked, opf British Airways ; 11.9 Years ;;
; G-LCYN ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 8 Nov 2010 ;opf British Airways, 700th E-Jet cs ; 11.4 Years ;;
; G-LCYO ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 18 Apr 2011 ; Parked, opf British Airways ; 10.9 Years ;;
; G-LCYP ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 25 Jun 2011 ;opf British Airways ; 10.7 Years ;;
; G-LCYR ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 10 Aug 2012 ;opf British Airways ; 9.6 Years ;;
; G-LCYS ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 29 May 2014 ;lsd, opf British Airways ; 7.8 Years ;;
; G-LCYT ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 29 May 2014 ; Parked NWI, lsd, opf British Airways ; 7.8 Years ;;
; G-LCYU ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 4 Sep 2014 ;opf British Airways ; 7.6 Years ;;
; G-LCYV ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 17 Dec 2015 ;lsd, opf British Airways ; 13.1 Years ;;
; G-LCYW ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 31 May 2016 ;lsd, opf British Airways ; 14 Years ;;
; G-LCYX ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 12 Jul 2016 ; Parked, lsd, opf British Airways ; 13.9 Years ;;
; G-LCYZ ;Embraer ERJ-190SR (ERJ-190-100 SR); CY98 ; 3 May 2018 ; Parked, lsd, opf British Airways ; 11.3 Years ;;
