;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; ZS-AJS ;Dornier 328-110;; 19 Jan 2016 ;; 27.4 Years ;;
; ZS-NKE ; Embraer EMB-120ER Brasilia ; Y30 ; 9 Mar 2011 ;; 26.7 Years ;;
