;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; TF-ICE ;Boeing 737-8 MAX; C16Y144 ; 4 Mar 2018 ;lsd ; Jökulsárlón ; 4.1 Years ;;
; TF-ICL ;Boeing 737-8 MAX; C16Y144 ; On Order ;;; 2.9 Years ;;
; TF-ICM ;Boeing 737-8 MAX; C16Y144 ; On Order ;;; 2.7 Years ;;
; TF-ICN ;Boeing 737-8 MAX; C16Y144 ; 13 Feb 2019 ;lsd ; Mývatn ; 3.1 Years ;;
; TF-ICO ;Boeing 737-8 MAX; C16Y144 ; 4 Mar 2019 ;lsd ; Búlandstindur ; 3 Years ;;
; TF-ICP ;Boeing 737-8 MAX; C16Y144 ; 24 May 2021 ;; Landmannalaugar ; 2.9 Years ;;
; TF-ICR ;Boeing 737-8 MAX; C16Y144 ; 3 Feb 2022 ; Parked, lsd ; Fögrufjöll ; 0.3 Years ;;
; TF-ICS ;Boeing 737-8 MAX; C16Y144 ; On Order ;lsd ;; 0.1 Years ;;
; TF-ICU ;Boeing 737-8 MAX; C16Y144 ; 30 Mar 2018 ;lsd ; Dyrhólaey ; 3.9 Years ;;
; TF-ICY ;Boeing 737-8 MAX; C16Y144 ; 31 Mar 2018 ;lsd ; Látrabjarg ; 3.9 Years ;;
; TF-ICA ;Boeing 737-9 MAX; C16Y162 ; 22 Feb 2019 ; Parked, lsd ; Hvítserkur ; 3.1 Years ;;
; TF-ICB ;Boeing 737-9 MAX; C16Y162 ; 31 May 2021 ;; Langjökull ; 3 Years ;;
; TF-ICC ;Boeing 737-9 MAX; C16Y162 ; 24 May 2021 ;; Kirkjufell ; 2.9 Years ;;
; TF-ICD ;Boeing 737-9 MAX; C16Y162 ; 21 Jan 2022 ; Parked ;; 0.5 Years ;;
; TF-FIA ;Boeing 757-256(WL); C22Y161 ; 1 May 2007 ; Parked ; Herðubreið ; 21.6 Years ;;
; TF-FIC ;Boeing 757-23N(WL); C22Y161 ; 4 Apr 2014 ; Parked ; Magni ; 21.7 Years ;;
; TF-FIG ;Boeing 757-23APF; Cargo ; 9 Sep 1999 ; Parked, lsd ;; 32.6 Years ;;
; TF-FIH ;Boeing 757-208(PCF); Cargo ; 4 Apr 1990 ;lsd ;; 31.9 Years ;;
; TF-FIK ;Boeing 757-256(WL); C20Y164 ; 18 Mar 2015 ; Parked ; Bláfjall ; 22.2 Years ;;
; TF-FIN ;Boeing 757-208(WL); C22Y161 ; 5 Sep 2004 ;; Eldborg ; 24.3 Years ;;
; TF-FIO ;Boeing 757-208(WL); C22Y161 ; 20 Apr 1999 ;; Krafla ; 22.9 Years ;;
; TF-FIP ;Boeing 757-208(WL); C22Y161 ; 25 Apr 2000 ;; Snæfell ; 22 Years ;;
; TF-FIR ;Boeing 757-256(WL); C22Y161 ; Jun 2005 ;Vatnajökull cs ; Vatnajökull ; 28.1 Years ;;
; TF-FIU ;Boeing 757-256(WL); C22Y161 ; May 2005 ; Parked, Aurora (Northern Lights) cs ; Hekla Aurora ; 27.9 Years ;;
; TF-FIV ;Boeing 757-208(WL); C22Y161 ; 12 Mar 2001 ;; Katla ; 21 Years ;;
; TF-ISD ;Boeing 757-223(WL); C22Y161 ; 9 Apr 2014 ; Parked ROW ; Snæfellsjökull ; 31.1 Years ;;
; TF-ISJ ;Boeing 757-256(WL); C20Y164 ; 8 Dec 2015 ;; Keilir ; 22.6 Years ;;
; TF-ISK ;Boeing 757-223(WL); C22Y161 ; 5 Mar 2013 ; Parked ; Eldfell ; 30.7 Years ;;
; TF-ISR ;Boeing 757-256(WL); C20Y164 ; 1 Apr 2016 ;; Ketildyngja ; 22.9 Years ;;
; TF-ISS ;Boeing 757-223(WL); C22Y161 ; 25 May 2016 ; Parked ; Dyngjufjöll ; 25.6 Years ;;
; TF-ISV ;Boeing 757-256(WL); C20Y164 ; 22 Oct 2015 ;; Grábrók ; 22.9 Years ;;
; TF-LLL ;Boeing 757-256(WL);; Jan 2021 ;; Þríhnúkagígur ; 21.8 Years ;;
; TF-LLW ;Boeing 757-223(WL);; 13 Nov 2020 ; Parked, lsf Loftleidir Icelandic ;; 28.9 Years ;;
; TF-FIX ;Boeing 757-308(WL); C22Y203 ; 18 Mar 2002 ; Parked ; Hengill ; 20 Years ;;
; TF-ISX ;Boeing 757-3E7(WL); C22Y203 ; 1 Mar 2018 ;100 Years Icelandic Independence cs ; Þingvellir ; 22.1 Years ;;
; TF-ISN ;Boeing 767-319ER(WL); C25Y237 ; 1 Nov 2015 ;lsd ; Svörtuborgir ; 21.5 Years ;;
