;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; F-GKXL ;Airbus A320-214; CY174 ; 16 Mar 2006 ;lsd ;; 16.1 Years ;;;
; F-GKXM ;Airbus A320-214; CY174 ; 30 Mar 2006 ;lsd ; Cahors ; 16 Years ;;;
; F-GKXN ;Airbus A320-214; CY174 ; 27 Jun 2019 ;lsd ;; 15.2 Years ;;;
; F-GKXO ;Airbus A320-214; CY174 ; 7 Mar 2008 ;lsd ; Bayonne ; 14.1 Years ;;;
; F-GKXP ;Airbus A320-214; CY174 ; 11 Apr 2008 ;lsd ; Rodez ; 13.9 Years ;;;
; F-GKXQ ;Airbus A320-214; C14Y144 ; 30 Jan 2009 ; Parked, lsd ;; 13.1 Years ;;;
; F-GKXR ;Airbus A320-214; CY174 ; 27 Jun 2019 ;lsd ; Rochefort ; 13.1 Years ;;;
; F-GKXS ;Airbus A320-214; CY174 ; 25 Mar 2009 ;lsd ; Niort ; 13 Years ;;;
; F-GKXT ;Airbus A320-214; CY174 ; 22 Mar 2019 ;lsd ;; 12.9 Years ;;;
; F-GKXU ;Airbus A320-214; CY174 ; 28 Oct 2009 ;lsd ; Auxerre ; 12.4 Years ;;;
; F-GKXV ;Airbus A320-214; CY174 ; 27 Jun 2019 ;lsd ; Marie-Galante ; 12.3 Years ;;;
; F-GKXY ;Airbus A320-214; CY174 ; 27 Jun 2019 ;lsd ; Mazamet ; 12.3 Years ;;;
; F-GKXZ ;Airbus A320-214; CY174 ; 15 Dec 2009 ;lsd ;; 12.3 Years ;;;
; F-HBNA ;Airbus A320-214; CY178 ; 1 Apr 2015 ;lsd ;; 11.7 Years ;;;
; F-HBNB ;Airbus A320-214; CY178 ; 8 Sep 2010 ;lsd ;; 11.6 Years ;;;
; F-HBNC ;Airbus A320-214; CY178 ; 9 Mar 2011 ;lsd ;; 11.1 Years ;;;
; F-HBND ;Airbus A320-214; CY178 ; 9 Mar 2011 ;lsd ; Albert-Méaulte ; 11.1 Years ;;;
; F-HBNE ;Airbus A320-214; CY178 ; 14 Apr 2011 ;lsd ; Lourdes ; 10.9 Years ;;;
; F-HBNF ;Airbus A320-214; CY178 ; 5 Sep 2014 ;lsd ;; 10.8 Years ;;;
; F-HBNG ;Airbus A320-214; CY178 ; 28 Jun 2011 ;lsd ;; 10.7 Years ;;;
; F-HBNH ;Airbus A320-214; CY178 ; 6 Sep 2014 ;lsd ;; 10.6 Years ;;;
; F-HBNJ ;Airbus A320-214; CY178 ; 23 Nov 2011 ; Parked, lsd ;; 10.3 Years ;;;
; F-HBNK ;Airbus A320-214; CY178 ; 16 Apr 2012 ; Parked, lsd ; Tarbes ; 9.9 Years ;;;
; F-HBNL ;Airbus A320-214; CY178 ; 1 Apr 2015 ;lsd ;; 9.9 Years ;;;
; F-HEPA ;Airbus A320-214; CY174 ; 16 Dec 2009 ; Parked, lsd ;; 12.3 Years ;;;
; F-HEPB ;Airbus A320-214; CY174 ; 26 Mar 2010 ;lsd ; Kourou ; 12 Years ;;;
; F-HEPC ;Airbus A320-214; CY174 ; 27 Jun 2019 ;lsd ; Basse-Terre ; 11.9 Years ;;;
; F-HEPD ;Airbus A320-214; CY174 ; 17 May 2010 ;lsd ;; 11.9 Years ;;;
; F-HEPE ;Airbus A320-214; CY174 ; 17 May 2010 ;lsd ;; 11.9 Years ;;;
; F-HEPF ;Airbus A320-214(WL); C14Y144 ; 22 Aug 2013 ;lsd ; Cognac ; 8.6 Years ;;;
; F-HEPG ;Airbus A320-214(WL); CY174 ; 17 Oct 2013 ;lsd ; Dinard ; 8.4 Years ;;;
; F-HEPH ;Airbus A320-214(WL); CY174 ; 3 Dec 2013 ;lsd ; Istres ; 8.3 Years ;;;
; F-HEPI ;Airbus A320-214(WL); CY174 ; 7 Jul 2017 ;SkyTeam cs ;; 4.7 Years ;;;
; F-HEPJ ;Airbus A320-214(WL); CY174 ; 20 Oct 2017 ;;; 4.4 Years ;;;
; F-HEPK ;Airbus A320-214(WL); CY174 ; 7 Mar 2018 ;;; 4 Years ;;;
; F-HZFM ;Airbus A320-214;; 6 Dec 2019 ;lsd ; Figari ; 8.3 Years ;;;
; F-GMZA ;Airbus A321-111; CY212 ; 1 Apr 1997 ;;; 27.7 Years ;;;
; F-GMZB ;Airbus A321-111; CY212 ; 1 Apr 1997 ;;; 27.6 Years ;;;
; F-GMZC ;Airbus A321-111; CY212 ; 1 Apr 1997 ;; Nancy ; 27 Years ;;;
; F-GMZD ;Airbus A321-111; CY212 ; 1 Apr 1997 ;; Toulon ; 26.9 Years ;;;
; F-GMZE ;Airbus A321-111; CY212 ; 1 Apr 1997 ; Parked ; Rouen ; 26.7 Years ;;;
; F-GTAD ;Airbus A321-212; CY200 ; 9 Feb 1998 ;; Annecy ; 24.1 Years ;;;
; F-GTAE ;Airbus A321-212; CY200 ; 17 Mar 1998 ;SkyTeam cs ;; 24 Years ;;;
; F-GTAH ;Airbus A321-212; CY200 ; 7 Dec 1999 ; Parked ; Dax ; 22.3 Years ;;;
; F-GTAJ ;Airbus A321-212; CY212 ; 28 Jun 2019 ;; Ajaccio ; 20.9 Years ;;;
; F-GTAK ;Airbus A321-212; CY212 ; 27 Jun 2019 ;lsd ; Meaux ; 20.2 Years ;;;
; F-GTAM ;Airbus A321-212; CY212 ; 27 Jun 2019 ;; Calvi ; 19.3 Years ;;;
; F-GTAP ;Airbus A321-212; CY212 ; 21 Jan 2008 ; Parked, lsd ; Épinal ; 14.1 Years ;;;
; F-GTAQ ;Airbus A321-212; CY212 ; 12 Feb 2008 ;lsd ; Clermont-Ferrand ; 14.1 Years ;;;
; F-GTAS ;Airbus A321-212; CY212 ; 27 Jun 2019 ; Parked, lsd ; Castres ; 14 Years ;;;
; F-GTAT ;Airbus A321-212; CY212 ; 27 Jun 2019 ;lsd ; Aurillac ; 14 Years ;;;
; F-GTAU ;Airbus A321-212; CY200 ; 27 Feb 2009 ;; Beaune ; 13 Years ;;;
; F-GTAX ;Airbus A321-212; CY212 ; 8 Jun 2009 ;lsd ;; 12.8 Years ;;;
; F-GTAY ;Airbus A321-212; CY200 ; 30 Mar 2010 ;lsd ;; 12 Years ;;;
; F-GTAZ ;Airbus A321-212; CY200 ; 23 Nov 2011 ;lsd ;; 10.3 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; F-GZCA ;Airbus A330-203; C40W21Y147 ; 20 Dec 2001 ;;; 20.5 Years ;;;
; F-GZCB ;Airbus A330-203; C40W21Y147 ; 17 Dec 2001 ;lsd ; Chantilly ; 20.2 Years ;;;
; F-GZCC ;Airbus A330-203; C40W21Y147 ; 29 Jan 2002 ;lsd ;; 20.1 Years ;;;
; F-GZCD ;Airbus A330-203; C40W21Y147 ; 19 Mar 2002 ;lsd ;; 20 Years ;;;
; F-GZCE ;Airbus A330-203; C40W21Y147 ; 28 Mar 2002 ;lsd ; Colmar ; 20 Years ;;;
; F-GZCF ;Airbus A330-203; C40W21Y147 ; 28 Jun 2002 ;lsd ; Avignon ; 19.7 Years ;;;
; F-GZCG ;Airbus A330-203; C40W21Y147 ; 20 Dec 2002 ;; Saint-Nazaire ; 19.4 Years ;;;
; F-GZCH ;Airbus A330-203; C40W21Y147 ; 18 Oct 2002 ;lsd ;; 19.5 Years ;;;
; F-GZCI ;Airbus A330-203; C40W21Y147 ; 20 Dec 2002 ; Parked CDG ;; 19.4 Years ;;;
; F-GZCJ ;Airbus A330-203; C40W21Y147 ; 22 Nov 2002 ;lsd ; Caen ; 19.4 Years ;;;
; F-GZCK ;Airbus A330-203; C40W21Y147 ; 4 Mar 2003 ;lsd ; Brest ; 19.1 Years ;;;
; F-GZCL ;Airbus A330-203; C40W21Y147 ; 24 Mar 2003 ;lsd ; Chenonceaux ; 19 Years ;;;
; F-GZCM ;Airbus A330-203; C40W21Y147 ; 30 Jan 2004 ;;; 18.1 Years ;;;
; F-GZCN ;Airbus A330-203; C40W21Y147 ; 30 Mar 2004 ; Parked, lsd ;; 18 Years ;;;
; F-GZCO ;Airbus A330-203; C40W21Y147 ; 4 Apr 2005 ;;; 17 Years ;;;
; F-HTYA ;Airbus A350-941; C34W24Y266 ; 18 Sep 2019 ;; Toulouse ; 2.5 Years ;;;
; F-HTYB ;Airbus A350-941; C34W24Y266 ; 29 Oct 2019 ;; Lyon ; 2.4 Years ;;;
; F-HTYC ;Airbus A350-941; C34W24Y266 ; 30 Nov 2019 ;; Saint Denis de La Reunion ; 2.3 Years ;;;
; F-HTYD ;Airbus A350-941; C34W24Y266 ; 4 Feb 2020 ;; Nice ; 2.1 Years ;;;
; F-HTYE ;Airbus A350-941; C34W24Y266 ; 6 May 2020 ;; Bordeaux ; 1.9 Years ;;;
; F-HTYF ;Airbus A350-941; C34W24Y266 ; 30 Jun 2020 ;; Marseille ; 1.7 Years ;;;
; F-HTYG ;Airbus A350-941; C34W24Y266 ; 19 Mar 2021 ;lsd ; Reims ; 1.1 Years ;;;
; F-HTYH ;Airbus A350-941; C34W24Y266 ; 6 Apr 2021 ;; Dijon ; 1 Years ;;;
; F-HTYI ;Airbus A350-941; C34W24Y266 ; 26 Apr 2021 ;; Saint-Malo ; 0.9 Years ;;;
; F-HTYJ ;Airbus A350-941; C34W24Y266 ; 6 Jul 2021 ;; Cannes ; 0.8 Years ;;;
; F-HTYK ;Airbus A350-941; C34W24Y266 ; 14 Jun 2021 ;; Aubusson ; 0.8 Years ;;;
; F-HTYL ;Airbus A350-941; C34W24Y266 ; 3 Dec 2021 ;; Pointe-à-Pitre ; 0.6 Years ;;;
; F-HTYM ;Airbus A350-941; C34W24Y266 ; 20 Dec 2021 ;lsd ; Fort-de-France ; 0.5 Years ;;;
; F-HTYN ;Airbus A350-941; C34W24Y266 ; 31 Jan 2022 ;; Chambord ; 0.2 Years ;;;
; F-HTYO ;Airbus A350-941; C34W24Y266 ; On Order ;; Cayenne ; 0.1 Years ;;;
; F-HTYP ;Airbus A350-941; C34W24Y266 ; On Order ;;;;;;
; F-HTYQ ;Airbus A350-941; C34W24Y266 ; On Order ;;;;;;
; F-GSPA ;Boeing 777-228ER; C28W24Y260 ; 27 Mar 1998 ;;; 24 Years ;;;
; F-GSPB ;Boeing 777-228ER; C28W24Y260 ; 21 Apr 1998 ; Parked CDG ;; 23.9 Years ;;;
; F-GSPC ;Boeing 777-228ER; C40W24Y216 ; 5 May 1998 ; Parked, lsd ;; 23.8 Years ;;;
; F-GSPD ;Boeing 777-228ER; C28W24Y260 ; 12 Jan 1999 ; Parked ;; 23.2 Years ;;;
; F-GSPE ;Boeing 777-228ER; C28W24Y260 ; 19 Jan 1999 ;;; 23.1 Years ;;;
; F-GSPF ;Boeing 777-228ER; C28W24Y260 ; 11 Mar 1999 ;; Compiègne ; 23 Years ;;;
; F-GSPG ;Boeing 777-228ER; C40W24Y216 ; 19 Feb 1999 ;lsd ;; 23.1 Years ;;;
; F-GSPI ;Boeing 777-228ER; C40W24Y216 ; 6 Dec 1999 ;;; 22.3 Years ;;;
; F-GSPJ ;Boeing 777-228ER; C40W24Y216 ; 22 Dec 1999 ;;; 22.2 Years ;;;
; F-GSPK ;Boeing 777-228ER; C40W24Y216 ; 27 Jan 2000 ;; Pau ; 22.1 Years ;;;
; F-GSPL ;Boeing 777-228ER; C28W24Y260 ; 9 Dec 2000 ; Parked ; Biarritz ; 21.7 Years ;;;
; F-GSPM ;Boeing 777-228ER; C28W24Y260 ; 14 Nov 2000 ;;; 21.3 Years ;;;
; F-GSPN ;Boeing 777-228ER; C28W24Y260 ; 15 Dec 2000 ;;; 21.2 Years ;;;
; F-GSPO ;Boeing 777-228ER; C28W24Y260 ; 3 Feb 2001 ;; Saint-Germain-en-Laye ; 21.1 Years ;;;
; F-GSPP ;Boeing 777-228ER; C28W24Y260 ; 28 Feb 2001 ;; Montpellier ; 21 Years ;;;
; F-GSPQ ;Boeing 777-228ER; C28W24Y260 ; 21 Mar 2001 ; Parked, lsd ;; 21 Years ;;;
; F-GSPT ;Boeing 777-228ER; C40W24Y216 ; 22 Jan 2002 ;lsd ;; 20.1 Years ;;;
; F-GSPU ;Boeing 777-228ER; C40W24Y216 ; 1 Feb 2002 ;;; 20.1 Years ;;;
; F-GSPX ;Boeing 777-228ER; C40W24Y216 ; 13 Mar 2002 ;lsd ;; 20 Years ;;;
; F-GSPY ;Boeing 777-228ER; C40W24Y216 ; 2 Apr 2002 ;; Vincennes ; 19.9 Years ;;;
; F-GSPZ ;Boeing 777-228ER; C28W24Y260 ; 21 May 2002 ;;; 19.8 Years ;;;
; F-GSQA ;Boeing 777-328ER; F4C58W28Y206 ; 29 Apr 2004 ;lsd ; Lunéville ; 18.1 Years ;;;
; F-GSQB ;Boeing 777-328ER; F4C58W28Y206 ; 14 May 2004 ;lsd ; Cheverny ; 17.8 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; F-GSQC ;Boeing 777-328ER; F4C58W28Y206 ; 1 Jun 2004 ;; Amboise ; 17.8 Years ;;;
; F-GSQD ;Boeing 777-328ER; C42W24Y315 ; 20 Sep 2004 ;;; 17.5 Years ;;;
; F-GSQE ;Boeing 777-328ER; C42W24Y315 ; 8 Oct 2004 ;;; 17.4 Years ;;;
; F-GSQF ;Boeing 777-328ER; F4C58W28Y206 ; 12 Nov 2004 ;; Papeete ; 17.4 Years ;;;
; F-GSQG ;Boeing 777-328ER; F4C58W28Y206 ; 23 Dec 2004 ;lsd ;; 17.2 Years ;;;
; F-GSQH ;Boeing 777-328ER; F4C58W28Y206 ; 18 Feb 2005 ;lsd ;; 17.1 Years ;;;
; F-GSQI ;Boeing 777-328ER; F4C58W28Y206 ; 18 Mar 2005 ;lsd ; Rambouillet ; 17.1 Years ;;;
; F-GSQJ ;Boeing 777-328ER; F4C58W28Y206 ; 29 Apr 2005 ; Parked, lsd ; Strasbourg ; 16.9 Years ;;;
; F-GSQK ;Boeing 777-328ER; F4C58W28Y206 ; 17 Nov 2005 ;;; 16.6 Years ;;;
; F-GSQL ;Boeing 777-328ER; F4C58W28Y206 ; 13 Jan 2006 ;;; 16.1 Years ;;;
; F-GSQM ;Boeing 777-328ER; F4C58W28Y206 ; 31 Mar 2006 ;;; 15.9 Years ;;;
; F-GSQN ;Boeing 777-328ER; C14W28Y430 ; 26 May 2006 ;; Limoges ; 15.8 Years ;;;
; F-GSQO ;Boeing 777-328ER; C14W28Y430 ; 14 Jun 2006 ;;; 15.7 Years ;;;
; F-GSQP ;Boeing 777-328ER; C14W28Y430 ; 30 Jun 2006 ;;; 15.7 Years ;;;
; F-GSQR ;Boeing 777-328ER; C14W28Y430 ; 3 Aug 2006 ;lsd ;; 15.6 Years ;;;
; F-GSQS ;Boeing 777-328ER; C14W28Y430 ; 22 Jan 2007 ;lsd ;; 15.1 Years ;;;
; F-GSQT ;Boeing 777-328ER; C14W28Y430 ; 27 Feb 2007 ;;; 15 Years ;;;
; F-GSQU ;Boeing 777-328ER; F4C58W28Y206 ; 19 Apr 2007 ;;; 14.9 Years ;;;
; F-GSQV ;Boeing 777-328ER; F4C58W28Y206 ; 25 May 2007 ;;; 14.8 Years ;;;
; F-GSQX ;Boeing 777-328ER; C14W28Y430 ; 29 Jun 2007 ;lsd ;; 14.7 Years ;;;
; F-GSQY ;Boeing 777-328ER; F4C58W28Y206 ; 10 Jul 2007 ;;; 14.7 Years ;;;
; F-GZNA ;Boeing 777-328ER; F4C58W28Y206 ; 24 Oct 2007 ;lsd ;; 14.4 Years ;;;
; F-GZNB ;Boeing 777-328ER; F4C58W28Y206 ; 29 Apr 2008 ;lsd ;; 13.9 Years ;;;
; F-GZNC ;Boeing 777-328ER; F4C58W28Y206 ; 30 May 2008 ;lsd ;; 13.8 Years ;;;
; F-GZND ;Boeing 777-328ER; F4C58W28Y206 ; 9 Apr 2009 ;; La Rochelle ; 12.9 Years ;;;
; F-GZNE ;Boeing 777-328ER; F4C58W28Y206 ; 10 Jun 2009 ;lsd, SkyTeam cs ;; 12.7 Years ;;;
; F-GZNF ;Boeing 777-328ER; C14W28Y430 ; 23 Jun 2009 ;lsd ; Dunkerque ; 12.7 Years ;;;
; F-GZNG ;Boeing 777-328ER; C14W28Y430 ; 26 Jun 2009 ;lsd ; Belfort ; 12.7 Years ;;;
; F-GZNH ;Boeing 777-328ER; C42W24Y315 ; 7 Dec 2010 ;lsd ; Mulhouse ; 11.3 Years ;;;
; F-GZNI ;Boeing 777-328ER; C42W24Y315 ; 1 Apr 2011 ;lsd ; Blois ; 11 Years ;;;
; F-GZNJ ;Boeing 777-328ER; C42W24Y315 ; 15 Apr 2011 ;;; 10.9 Years ;;;
; F-GZNK ;Boeing 777-328ER; C42W24Y315 ; 3 May 2011 ;lsd ; Fontainebleau ; 10.9 Years ;;;
; F-GZNL ;Boeing 777-328ER; C14W28Y430 ; 2 Apr 2012 ;lsd ;; 10 Years ;;;
; F-GZNN ;Boeing 777-328ER; C14W28Y430 ; 15 May 2012 ;lsd, SkyTeam cs ;; 9.8 Years ;;;
; F-GZNO ;Boeing 777-328ER; C14W28Y430 ; 11 Apr 2012 ;lsd ;; 9.9 Years ;;;
; F-GZNP ;Boeing 777-328ER; C42W24Y315 ; 23 Apr 2015 ;lsd ;; 6.9 Years ;;;
; F-GZNQ ;Boeing 777-328ER; C42W24Y315 ; 6 May 2015 ;;; 6.9 Years ;;;
; F-GZNR ;Boeing 777-328ER; C42W24Y315 ; 30 Oct 2015 ;lsd ;; 6.4 Years ;;;
; F-GZNS ;Boeing 777-328ER; C42W24Y315 ; 9 Mar 2016 ;;; 6 Years ;;;
; F-GZNT ;Boeing 777-328ER; C42W24Y315 ; 29 Mar 2016 ;SkyTeam cs ;; 5.9 Years ;;;
; F-GZNU ;Boeing 777-328ER; C42W24Y315 ; 25 Apr 2016 ;;; 5.9 Years ;;;
; F-GUOB ;Boeing 777-F28; Cargo ; 24 Feb 2009 ;lsd ;; 13.6 Years ;;;
; F-GUOC ;Boeing 777-F28; Cargo ; 20 Feb 2009 ;lsd ;; 13.1 Years ;;;
; F-HRBA ;Boeing 787-9 Dreamliner; C30W21Y225 ; 29 Nov 2016 ;lsd ;; 5.3 Years ;;;
; F-HRBB ;Boeing 787-9 Dreamliner; C30W21Y225 ; 18 Apr 2017 ;;; 5 Years ;;;
; F-HRBC ;Boeing 787-9 Dreamliner; C30W21Y225 ; 26 Sep 2017 ;lsd ;; 4.4 Years ;;;
; F-HRBD ;Boeing 787-9 Dreamliner; C30W21Y225 ; 13 Nov 2017 ;;; 4.3 Years ;;;
; F-HRBE ;Boeing 787-9 Dreamliner; C30W21Y225 ; 21 Nov 2017 ;lsd ;; 4.3 Years ;;;
; F-HRBF ;Boeing 787-9 Dreamliner; C30W21Y225 ; 5 Apr 2018 ;;; 3.9 Years ;;;
; F-HRBG ;Boeing 787-9 Dreamliner; C30W21Y225 ; 30 Nov 2018 ;;; 3.3 Years ;;;
; F-HRBH ;Boeing 787-9 Dreamliner; C30W21Y225 ; 24 Apr 2019 ; Parked ;; 2.9 Years ;;;
; F-HRBI ;Boeing 787-9 Dreamliner; C30W21Y225 ; 17 May 2019 ;;; 2.8 Years ;;;
; F-HRBJ ;Boeing 787-9 Dreamliner; C30W21Y225 ; 23 Jul 2020 ;; Saint Emilion ; 1.7 Years ;;;
