;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; TF-PPA ;Airbus A320-251N;; 23 Nov 2021 ; Parked, lsd ; 1.9 Years ;;
; TF-PPB ;Airbus A320-251N;; 21 Feb 2022 ;lsd ; 1.4 Years ;;
; TF-AEW ;Airbus A321-251N; Y192 ; 13 May 2021 ;lsd ; 3.8 Years ;;
; TF-PLA ;Airbus A321-251N; Y192 ; 30 Jun 2021 ;lsd ; 4.1 Years ;;
; TF-PLB ;Airbus A321-251N; Y192 ; 28 Jul 2021 ;lsd ; 3.8 Years ;;
