;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; B-1505 ;Boeing 737-84P(WL); C8Y156 ; 22 Jun 2015 ;lsd, "UC browser" sticker ; 6.7 Years ;;;
; B-1538 ;Boeing 737-84P(WL); C8Y156 ; 19 Sep 2016 ;lsd ; 5.5 Years ;;;
; B-1541 ;Boeing 737-86N(WL); C8Y156 ; 24 Oct 2016 ;lsd ; 5.4 Years ;;;
; B-1542 ;Boeing 737-84P(WL); C8Y156 ; 14 Nov 2016 ;lsd ; 5.3 Years ;;;
; B-1548 ;Boeing 737-86N(WL); C8Y156 ; 16 Dec 2016 ;lsd ; 5.2 Years ;;;
; B-1549 ;Boeing 737-84P(WL); C8Y156 ; 20 Dec 2016 ;lsd ; 5.2 Years ;;;
; B-1725 ;Boeing 737-84P(WL); C8Y156 ; 12 Nov 2014 ;lsd ; 7.3 Years ;;;
; B-1726 ;Boeing 737-84P(WL); C8Y156 ; 5 Nov 2014 ;lsd ; 7.4 Years ;;;
; B-1727 ;Boeing 737-84P(WL); C8Y156 ; 20 Oct 2014 ;lsd ; 7.4 Years ;;;
; B-1728 ;Boeing 737-84P(WL); C8Y156 ; 11 Dec 2014 ;; 7.3 Years ;;;
; B-1729 ;Boeing 737-84P(WL); C8Y156 ; 20 Nov 2014 ;; 7.3 Years ;;;
; B-1733 ;Boeing 737-86N(WL); C8Y156 ; 22 Oct 2014 ;lsd ; 7.4 Years ;;;
; B-1735 ;Boeing 737-86N(WL); C8Y156 ; 25 Sep 2014 ;lsd ; 7.5 Years ;;;
; B-1783 ;Boeing 737-84P(WL); C8Y156 ; 19 Jan 2015 ;; 7.2 Years ;;;
; B-1785 ;Boeing 737-84P(WL); C8Y156 ; 23 Jan 2015 ;; 7.1 Years ;;;
; B-1786 ;Boeing 737-84P(WL); C8Y156 ; 10 Feb 2015 ;; 7.1 Years ;;;
; B-1787 ;Boeing 737-84P(WL); C8Y156 ; 13 Feb 2015 ;; 7.1 Years ;;;
; B-1793 ;Boeing 737-86J(WL); Y186 ; 15 Apr 2015 ;lsd ; 9 Years ;;;
; B-1795 ;Boeing 737-84P(WL); C8Y156 ; 13 Mar 2015 ;lsd ; 7 Years ;;;
; B-1796 ;Boeing 737-84P(WL); C8Y156 ; 26 Mar 2015 ;lsd ; 7 Years ;;;
; B-1797 ;Boeing 737-84P(WL); C8Y156 ; 29 Apr 2015 ;lsd ; 6.9 Years ;;;
; B-1799 ;Boeing 737-84P(WL); C8Y156 ; 30 Jun 2015 ;; 6.8 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; B-1927 ;Boeing 737-84P(WL); C8Y156 ; 23 Jan 2014 ;lsd ; 8.1 Years ;;;
; B-1928 ;Boeing 737-84P(WL); C8Y156 ; 21 Feb 2014 ;lsd ; 8.1 Years ;;;
; B-1929 ;Boeing 737-84P(WL); C8Y156 ; 25 Mar 2014 ;lsd ; 8 Years ;;;
; B-1995 ;Boeing 737-84P(WL); C8Y156 ; 24 Jul 2014 ;lsd ; 7.6 Years ;;;
; B-1996 ;Boeing 737-84P(WL); C8Y156 ; 7 Aug 2014 ;lsd ; 7.6 Years ;;;
; B-1997 ;Boeing 737-84P(WL); C8Y156 ; 12 Sep 2014 ;lsd ; 7.5 Years ;;;
; B-206F ;Boeing 737-84P(WL); Y189 ; 21 Aug 2018 ;lsd ; 3.6 Years ;;;
; B-206G ;Boeing 737-84P(WL); Y189 ; 23 Sep 2018 ;lsd ; 3.5 Years ;;;
; B-206H ;Boeing 737-84P(WL); Y189 ; 14 Sep 2018 ;lsd ; 3.5 Years ;;;
; B-5083 ;Boeing 737-883; Y179 ; 19 Jan 2004 ;; 21.9 Years ;;;
; B-5089 ;Boeing 737-883; Y179 ; 17 Oct 2017 ;; 21.8 Years ;;;
; B-5090 ;Boeing 737-883; Y179 ; 6 Apr 2004 ; Parked ; 21.8 Years ;;;
; B-5337 ;Boeing 737-84P(WL); C8Y162 ; 13 Nov 2007 ;; 14.3 Years ;;;
; B-5338 ;Boeing 737-84P(WL); C8Y156 ; 3 Aug 2007 ;; 14.6 Years ;;;
; B-5346 ;Boeing 737-8BK(WL); C8Y156 ; 7 Sep 2007 ;lsd ; 14.5 Years ;;;
; B-5371 ;Boeing 737-84P(WL); C8Y162 ; 26 Mar 2008 ;; 14 Years ;;;
; B-5372 ;Boeing 737-84P(WL); C8Y162 ; 29 Apr 2008 ;; 13.9 Years ;;;
; B-5373 ;Boeing 737-84P(WL); C8Y162 ; 23 May 2008 ;; 13.8 Years ;;;
; B-5375 ;Boeing 737-84P(WL); C8Y162 ; 26 Jun 2008 ;; 13.7 Years ;;;
; B-5405 ;Boeing 737-84P(WL); C8Y162 ; 17 Jul 2008 ;; 13.7 Years ;;;
; B-5406 ;Boeing 737-84P(WL); C8Y162 ; 31 Jul 2008 ;; 13.6 Years ;;;
; B-5416 ;Boeing 737-84P(WL); C8Y162 ; 5 Mar 2009 ;; 13.1 Years ;;;
; B-5417 ;Boeing 737-86N(WL); C8Y162 ; 9 Mar 2009 ;lsd ; 13 Years ;;;
; B-5428 ;Boeing 737-86N(WL); C8Y162 ; 10 Mar 2009 ;lsd ; 13.1 Years ;;;
; B-5429 ;Boeing 737-86N(WL); C8Y162 ; 31 Mar 2009 ;lsd ; 13 Years ;;;
; B-5439 ;Boeing 737-808(WL); C8Y156 ; Jan 2009 ;lsd ; 15.5 Years ;;;
; B-5462 ;Boeing 737-84P(WL); C8Y162 ; 19 Nov 2009 ;; 12.3 Years ;;;
; B-5465 ;Boeing 737-84P(WL); C8Y162 ; 31 Mar 2009 ;; 13 Years ;;;
; B-5466 ;Boeing 737-84P(WL); C8Y156 ; 27 May 2009 ;; 12.8 Years ;;;
; B-5467 ;Boeing 737-84P(WL); C8Y162 ; 4 May 2009 ;Little Door Gods cs ; 12.9 Years ;;;
; B-5478 ;Boeing 737-84P(WL); C8Y162 ; 24 Sep 2009 ;; 12.5 Years ;;;
; B-5479 ;Boeing 737-84P(WL); C8Y162 ; 23 Oct 2009 ;; 12.4 Years ;;;
; B-5480 ;Boeing 737-86N(WL); C8Y162 ; 27 Jul 2009 ;lsd ; 12.6 Years ;;;
; B-5481 ;Boeing 737-86N(WL); C8Y162 ; 31 Jul 2009 ;lsd ; 12.6 Years ;;;
; B-5483 ;Boeing 737-84P(WL); C8Y162 ; 27 Aug 2009 ;; 12.5 Years ;;;
; B-5520 ;Boeing 737-84P(WL); C8Y162 ; 26 Jul 2010 ;; 11.6 Years ;;;
; B-5521 ;Boeing 737-84P(WL); C8Y162 ; 29 Jun 2010 ;; 11.7 Years ;;;
; B-5540 ;Boeing 737-84P(WL); C8Y162 ; 10 Sep 2010 ;; 11.6 Years ;;;
; B-5579 ;Boeing 737-84P(WL); C8Y162 ; 29 Apr 2011 ;; 10.9 Years ;;;
; B-5580 ;Boeing 737-84P(WL); C8Y162 ; 24 May 2011 ;; 10.8 Years ;;;
; B-5581 ;Boeing 737-84P(WL); C8Y162 ; 20 Jul 2011 ;; 10.7 Years ;;;
; B-5611 ;Boeing 737-84P(WL); C8Y156 ; 26 Sep 2011 ;; 10.5 Years ;;;
; B-5620 ;Boeing 737-84P(WL); C8Y156 ; 18 Aug 2011 ;; 10.6 Years ;;;
; B-5623 ;Boeing 737-84P(WL); C8Y156 ; 15 Dec 2011 ;; 10.3 Years ;;;
; B-5625 ;Boeing 737-84P(WL); C8Y156 ; 24 Oct 2011 ;; 10.4 Years ;;;
; B-5636 ;Boeing 737-84P(WL); C8Y156 ; 17 Jan 2012 ;; 10.1 Years ;;;
; B-5637 ;Boeing 737-84P(WL); C8Y156 ; 22 Feb 2012 ;; 10 Years ;;;
; B-5638 ;Boeing 737-84P(WL); C8Y156 ; 16 Mar 2012 ;; 10 Years ;;;
; B-5661 ;Boeing 737-84P(WL); C8Y156 ; 12 Apr 2012 ;; 9.9 Years ;;;
; B-5662 ;Boeing 737-84P(WL); C8Y156 ; 21 May 2012 ;; 9.8 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; B-5686 ;Boeing 737-84P(WL); C8Y156 ; 20 Aug 2012 ; Parked ; 9.5 Years ;;;
; B-5687 ;Boeing 737-84P(WL); C8Y156 ; 11 Sep 2012 ;; 9.5 Years ;;;
; B-5709 ;Boeing 737-808(WL); C8Y156 ; 23 Nov 2012 ;lsd ; 15.3 Years ;;;
; B-5712 ;Boeing 737-84P(WL); C8Y156 ; 25 Feb 2013 ;; 9.1 Years ;;;
; B-5713 ;Boeing 737-84P(WL); C8Y156 ; 18 Mar 2013 ;lsd ; 9 Years ;;;
; B-5733 ;Boeing 737-84P(WL); C8Y162 ; 5 Jan 2013 ; Parked, lsd ; 12 Years ;;;
; B-5735 ;Boeing 737-84P(WL); C8Y162 ; 5 Jan 2013 ;lsd ; 11.8 Years ;;;
; B-5797 ;Boeing 737-84P(WL); C8Y156 ; 28 Aug 2013 ;lsd ; 8.5 Years ;;;
; B-5798 ;Boeing 737-84P(WL); C8Y156 ; 9 Sep 2013 ;lsd ; 8.5 Years ;;;
; B-5852 ;Boeing 737-84P(WL); C8Y156 ; 18 Oct 2013 ;lsd ; 8.4 Years ;;;
; B-5853 ;Boeing 737-84P(WL); C8Y156 ; 9 Nov 2013 ;lsd ; 8.3 Years ;;;
; B-5855 ;Boeing 737-84P(WL); C8Y156 ; 10 Dec 2013 ;lsd ; 8.3 Years ;;;
; B-6060 ;Boeing 737-84P(WL); C8Y156 ; 30 Jul 2015 ;lsd, Tmall.com - Never's Family cs ; 6.6 Years ;;;
; B-6061 ;Boeing 737-84P(WL); C8Y156 ; 24 Sep 2015 ;; 6.6 Years ;;;
; B-6062 ;Boeing 737-84P(WL); C8Y156 ; 21 Jul 2015 ;lsd ; 6.6 Years ;;;
; B-6063 ;Boeing 737-84P(WL); C8Y156 ; 24 Sep 2015 ;Hainan Free Trade Port (海南自由贸易港) cs ; 6.6 Years ;;;
; B-6065 ;Boeing 737-84P(WL); C8Y156 ; 25 Sep 2015 ;; 6.6 Years ;;;
; B-6066 ;Boeing 737-84P(WL); C8Y156 ; 29 Sep 2015 ;Xinhua Net National Brand Project (新华社民族品牌工程号) cs ; 6.5 Years ;;;
; B-6103 ;Boeing 737-84P(WL); C8Y156 ; 27 Feb 2017 ;lsd ; 5 Years ;;;
; B-6808 ;Boeing 737-84P(WL); C8Y156 ; 10 Dec 2015 ;; 6.4 Years ;;;
; B-7171 ;Boeing 737-86N(WL); C8Y156 ; 29 Jan 2016 ;lsd ; 6.1 Years ;;;
; B-7172 ;Boeing 737-86N(WL); C8Y156 ; 3 Feb 2016 ;lsd ; 6.1 Years ;;;
; B-7173 ;Boeing 737-86N(WL); C8Y156 ; 14 Apr 2016 ;lsd ; 5.9 Years ;;;
; B-7175 ;Boeing 737-86N(WL); C8Y156 ; 17 May 2016 ;lsd ; 5.8 Years ;;;
; B-7377 ;Boeing 737-86N(WL); C8Y156 ; 21 Feb 2017 ;lsd ; 5.1 Years ;;;
; B-7378 ;Boeing 737-86N(WL); C8Y156 ; 24 Mar 2017 ;lsd ; 5 Years ;;;
; B-7379 ;Boeing 737-84P(WL); C8Y156 ; 25 Apr 2017 ;lsd ; 4.9 Years ;;;
; B-7398 ;Boeing 737-86N(WL); C8Y156 ; 13 Apr 2017 ;lsd ; 4.9 Years ;;;
; B-7399 ;Boeing 737-84P(WL); C8Y156 ; 9 Jun 2017 ;lsd ; 4.8 Years ;;;
; B-7400 ;Boeing 737-86N(WL); C8Y156 ; 28 Jun 2017 ;lsd ; 4.7 Years ;;;
; B-7616 ;Boeing 737-84P(WL); C8Y156 ; 25 Jul 2016 ;"Boao Hope City (博鳌乐城国际医疗旅游先区)" sticker ; 5.6 Years ;;;
; B-7618 ;Boeing 737-84P(WL); C8Y156 ; 26 Aug 2016 ;; 5.5 Years ;;;
; B-7619 ;Boeing 737-86N(WL); C8Y156 ; 13 Jul 2016 ;lsd ; 5.7 Years ;;;
; B-7639 ;Boeing 737-86N(WL); C8Y156 ; 5 Aug 2016 ;lsd ; 5.6 Years ;;;
; B-7886 ;Boeing 737-84P(WL); C8Y156 ; 24 Jun 2016 ;; 5.7 Years ;;;
; B-2722 ;Boeing 787-8 Dreamliner; C36Y177 ; 4 Jul 2013 ;; 8.9 Years ;;;
; B-2723 ;Boeing 787-8 Dreamliner; C36Y177 ; 30 Sep 2013 ; Parked, lsd ; 8.8 Years ;;;
; B-2728 ;Boeing 787-8 Dreamliner; C36Y177 ; 29 Aug 2013 ; Parked ; 9.4 Years ;;;
; B-2729 ;Boeing 787-8 Dreamliner; C36Y177 ; 12 Dec 2013 ; Parked PEK ; 8.3 Years ;;;
; B-2730 ;Boeing 787-8 Dreamliner; C36Y177 ; 8 Nov 2013 ; Parked PEK ; 8.8 Years ;;;
; B-2731 ;Boeing 787-8 Dreamliner; C36Y177 ; 17 Dec 2013 ;; 8.3 Years ;;;
; B-2738 ;Boeing 787-8 Dreamliner; C36Y177 ; 3 Jul 2018 ; Parked PEK ; 8 Years ;;;
; B-2739 ;Boeing 787-8 Dreamliner; C36Y177 ; 28 May 2014 ; Parked PEK ; 7.8 Years ;;;
; B-2750 ;Boeing 787-8 Dreamliner; C36Y177 ; 13 Feb 2015 ;; 7.1 Years ;;;
; B-2759 ;Boeing 787-8 Dreamliner; C36Y177 ; 31 Mar 2015 ; Parked PEK ; 7 Years ;;;
; B-1119 ;Boeing 787-9 Dreamliner; C30Y262 ; 26 Sep 2018 ; Parked, lsd ; 3.4 Years ;;;
; B-1132 ;Boeing 787-9 Dreamliner; C30Y262 ; 28 Sep 2018 ; Parked, lsd ; 3.6 Years ;;;
; B-1133 ;Boeing 787-9 Dreamliner; C30Y262 ; 28 Sep 2018 ;lsd ; 3.6 Years ;;;
; B-1135 ;Boeing 787-9 Dreamliner; C30Y262 ; 28 Sep 2018 ; Parked PEK, lsd ; 3.7 Years ;;;
; B-1138 ;Boeing 787-9 Dreamliner; C30Y262 ; 28 Sep 2018 ;; 3.5 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; B-1341 ;Boeing 787-9 Dreamliner; C30Y262 ; 19 Dec 2017 ; Parked PEK ; 4.2 Years ;;;
; B-1342 ;Boeing 787-9 Dreamliner; C30Y262 ; 20 Dec 2017 ;"Boao Hope City (博鳌乐城国际医疗旅游先区)" sticker ; 4.2 Years ;;;
; B-1343 ;Boeing 787-9 Dreamliner; C30Y262 ; 20 Dec 2017 ;5-Star Airlines Skytrax cs ; 4.2 Years ;;;
; B-1345 ;Boeing 787-9 Dreamliner; C30Y262 ; 10 Nov 2017 ; Parked PEK, lsd ; 4.3 Years ;;;
; B-1499 ;Boeing 787-9 Dreamliner; C30Y262 ; 18 Oct 2017 ;; 4.4 Years ;;;
; B-1539 ;Boeing 787-9 Dreamliner; C30Y259 ; 10 Sep 2016 ;lsd ; 5.5 Years ;;;
; B-1540 ;Boeing 787-9 Dreamliner; C30Y259 ; 23 Sep 2016 ;lsd, Hainan Free Trade Port 海南自由贸易港 cs ; 5.5 Years ;;;
; B-1543 ;Boeing 787-9 Dreamliner; C30Y259 ; 10 Nov 2016 ;lsd ; 5.4 Years ;;;
; B-1546 ;Boeing 787-9 Dreamliner; C30Y259 ; 6 Dec 2016 ;; 5.3 Years ;;;
; B-207J ;Boeing 787-9 Dreamliner; C30Y262 ; 20 Dec 2018 ; Parked ; 3.3 Years ;;;
; B-207U ;Boeing 787-9 Dreamliner; C30Y262 ; 28 Dec 2018 ;lsd ; 3.2 Years ;;;
; B-207V ;Boeing 787-9 Dreamliner; C30Y262 ; 20 Dec 2018 ;lsd ; 3.3 Years ;;;
; B-208S ;Boeing 787-9 Dreamliner; C26W21Y247 ; 25 Mar 2019 ;; 3.1 Years ;;;
; B-208T ;Boeing 787-9 Dreamliner; C26W21Y247 ; 28 Jun 2019 ; Parked, lsd ; 3.1 Years ;;;
; B-20AL ;Boeing 787-9 Dreamliner; C26W21Y247 ; 28 Jun 2019 ; Parked PEK, lsd ; 2.9 Years ;;;
; B-6969 ;Boeing 787-9 Dreamliner; C30Y262 ; 8 May 2017 ; Parked PEK, lsd, Qinghualang Wine (青花郎) cs ; 4.9 Years ;;;
; B-6998 ;Boeing 787-9 Dreamliner; C30Y259 ; 19 Jan 2017 ;lsd ; 5.2 Years ;;;
; B-7302 ;Boeing 787-9 Dreamliner; C30Y259 ; 22 May 2017 ;lsd ; 4.8 Years ;;;
; B-7667 ;Boeing 787-9 Dreamliner; C30Y262 ; 20 Jul 2017 ;; 4.6 Years ;;;
; B-7835 ;Boeing 787-9 Dreamliner; C30Y259 ; 25 Jul 2016 ; Parked PEK, lsd ; 5.7 Years ;;;
; B-7837 ;Boeing 787-9 Dreamliner; C30Y259 ; 27 Jul 2016 ;lsd ; 5.7 Years ;;;
; B-7839 ;Boeing 787-9 Dreamliner; C30Y259 ; 18 Aug 2016 ; Parked, lsd ; 5.6 Years ;;;
; B-7880 ;Boeing 787-9 Dreamliner; C30Y259 ; 7 Jun 2016 ;lsd ; 5.8 Years ;;;
