;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; EC-KBI ;Embraer ERJ-145MP; Y50 ; 27 Apr 2009 ; Feb 2010 ;F-GIJG Air Vendee ;;;
; EC-KXQ ;Embraer ERJ-145EU;; 18 Dec 2008 ; 13 Aug 2010 ;G-EMBO Aircraft Solutions ;;;
; EC-LCP ;Embraer ERJ-145MP; Y50 ; 28 Jul 2009 ; 12 Jun 2010 ;OE-IAL GECAS ;lsd ;;
; EC-LDB ;Embraer ERJ-145MP; Y50 ; May 2010 ; Jun 2010 ;OE-IAJ GECAS ;lsd ;;
