;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; J2-SHB ;Boeing 737-201(A);; 22 May 2006 ; Aug 2008 ;JY-JRA Royal Falcon ;lsf Silver Air ;;
; C5-AEB ;McDonnell Douglas DC-9-31;; Jul 2008 ; Aug 2010 ;C5-AEB Ghadames Air Transport ;;;
; C5-LPS ;McDonnell Douglas DC-9-31;; 26 Nov 2006 ; Aug 2010 ;C5-LIM Ghadames Air Transport ;;;
