;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; EI-CTD ;Airbus A320-211;; 21 Jun 2002 ; 4 Jul 2005 ;EI-CTD DonbassAero Airline ;lsd ;;
; EI-CUM ;Airbus A320-232;; 16 Jan 2000 ; 16 Nov 2001 ;N542LF ILFC ;lsd ;;
; EI-CUQ ;Airbus A320-214;; 24 Jul 2000 ; 5 Apr 2003 ;EI-CUQ Volareweb ;lsd ;;
; F-GJVU ;Airbus A320-212;; 25 Feb 1998 ; Apr 2003 ;F-GJVU Volareweb ;;;
; F-GJVX ;Airbus A320-212;; 25 Apr 1998 ; 29 Aug 2004 ;F-GJVX Volareweb ;lsf Faraday Verwaltungsgesellschaft ;;
; F-OHFR ;Airbus A320-212;; 4 May 1999 ; 30 Mar 2003 ;F-OHFR Volareweb ;lsd ;;
; F-OHFT ;Airbus A320-212;; 6 Nov 1998 ; 11 Feb 2005 ;OO-TCK Thomas Cook Airlines Belgium ;lsd ;;
; F-OHFU ;Airbus A320-212;; 24 Mar 1999 ; 22 Nov 2004 ;F-OHFU GATX Leasing ;lsd ;;
; F-OHFX ;Airbus A320-212;; 29 May 2000 ; 7 Feb 2001 ;F-GKXB Air France ;lsd ;;
; I-PEKE ;Airbus A320-214;; 9 Oct 2000 ; 18 May 2005 ;F-WQUU Flightlease ;lsd ;;
; I-PEKF ;Airbus A320-214;; 3 Nov 2000 ; Nov 2005 ;F-WQUX Flightlease ;lsd ;;
; I-PEKG ;Airbus A320-214; Y180 ; 25 Aug 2001 ; 3 Jan 2005 ;F-WQUR BAE Systems ;;;
; I-PEKH ;Airbus A320-214; Y180 ; 17 Jun 2001 ; 2005 ;F-WQUV Flightlease ;lsd ;;
; I-PEKO ;Airbus A320-214; Y174 ; 16 Apr 2002 ; 30 Mar 2003 ;I-PEKO Volareweb ;lsd ;;
; I-PEKP ;Airbus A320-214;; 17 Apr 2002 ; 17 Mar 2003 ;I-PEKP Volareweb ;lsd ;;
; I-PEKQ ;Airbus A320-214;; 3 May 2002 ; 22 Apr 2003 ;I-PEKQ Volareweb ;lsd ;;
; I-PEKS ;Airbus A320-232; Y180 ; 20 Jun 2003 ; 1 Dec 2004 ;EI-DIV Singapore Aircraft Leasing Enterprise (SALE) ;lsd ;;
; I-PEKT ;Airbus A320-232; Y180 ; 20 Jun 2003 ; 3 Oct 2004 ;I-PEKT Volareweb ;lsd ;;
; I-PEKV ;Airbus A320-232; Y180 ; 17 Jun 2004 ; 2 Dec 2004 ;EI-DIX Singapore Aircraft Leasing Enterprise (SALE) ;lsd ;;
; I-PEKW ;Airbus A320-212;; 21 Jul 2004 ; 22 Oct 2004 ;I-PEKW ILFC ;lsd ;;
; I-VLEA ;Airbus A320-214; Y174 ; 12 Mar 2001 ; 15 Feb 2003 ;I-VLEA Volareweb ;lsd ;;
; I-PEKM ;Airbus A321-211; Y210 ; 19 Mar 2001 ; 3 Dec 2003 ;EI-DDS GECAS ;lsd ;;
; I-PEKN ;Airbus A321-211; Y210 ; 17 Dec 2001 ; 22 Apr 2004 ;D-ALSD LTU ;lsd ;;
; I-VLEC ;Airbus A330-202; C31Y266 ; 19 Apr 2002 ; 13 May 2004 ;EC-IYB Air Madrid ;lsf ILFC ;;
; I-VLED ;Airbus A330-202;; 2 Jul 2002 ; 20 May 2004 ;EC-IYN Air Madrid ;lsd ;;
; I-VLEE ;Airbus A330-202; C31Y266 ; Aug 2002 ; 18 Nov 2004 ;EI-DIR ILFC ;lsd ;;
; I-VLEF ;Airbus A330-202; C31Y266 ; 11 Apr 2002 ; 28 Oct 2004 ;EI-DIP ILFC ;lsd ;;
; I-VLEG ;Airbus A330-203;; 27 Nov 2002 ; 5 Jan 2004 ;EI-DDU GECAS ;lsd ;;
; I-VLEH ;Airbus A330-203;; 19 Nov 2002 ; 23 Jan 2004 ;EI-DDV GECAS ;lsd ;;
; TF-FIS ;Boeing 757-256;; 14 Jun 2004 ; 26 Oct 2004 ;TF-FIS Loftleidir Icelandic ;lsf Loftleidir Icelandic ;;
; TF-FIU ;Boeing 757-256;; 1 May 2004 ; 1 Nov 2004 ;TF-FIU Loftleidir Icelandic ;lsf Loftleidir Icelandic ;;
; I-VEIY ;Boeing 767-330ER;; 13 Dec 2001 ; 11 Mar 2003 ;OO-SLT Sobelair ;lsd ;;
; I-VIMQ ;Boeing 767-3Q8ER;; 8 Feb 2002 ; Dec 2004 ;I-VIMQ Air Europe SpA ;lsd ;;
; TF-FIA ;Boeing 767-3Y0ER;; 5 Feb 2004 ; 1 May 2004 ;TF-FIA Icelandair ;lsf Icelandair ;;
