;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; HC-CWG ;Boeing 737-446;; 26 Jul 2021 ;; 25.5 Years ;;
; HC-CTF ;Boeing 737-5Y0; Y129 ; 19 Jan 2018 ;; 30.3 Years ;;
; HC-CUH ;Boeing 737-5Y0; Y129 ; 7 Feb 2019 ;; 30.6 Years ;;
