;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; C9-BAQ ;Boeing 737-752(WL); C12Y120 ; 28 Apr 2014 ;lsd ; Poelela ; 17.5 Years ;;
; C9-BAR ;Boeing 737-7Q8(WL);; 15 Apr 2019 ;;; 17.8 Years ;;
; C9-AUW ;Bombardier DHC-8-402Q Dash 8;; 24 Mar 2021 ;lsd ;; 14.5 Years ;;
