;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; G-OZRH ;British Aerospace 146-200; Y80 ; Dec 2000 ; 20 Feb 2001 ;G-OZRH Flightline ;lsf Flightline ;;
