;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; PK-GAE ;ATR 72-600 (72-212A); Y70 ; 16 May 2014 ; Parked CGK, lsd ; 7.8 Years ;;;
; PK-GAH ;ATR 72-600 (72-212A); Y70 ; 15 Oct 2014 ; Parked, lsd ; 7.4 Years ;;;
; PK-GAI ;ATR 72-600 (72-212A); Y70 ; 14 Nov 2014 ; Parked, lsd ; 7.3 Years ;;;
; PK-GAJ ;ATR 72-600 (72-212A); Y70 ; 15 Apr 2015 ; Parked, lsd ; 6.9 Years ;;;
; PK-GAK ;ATR 72-600 (72-212A); Y70 ; 18 Jun 2015 ; Parked, lsd ; 6.8 Years ;;;
; PK-GAL ;ATR 72-600 (72-212A); Y70 ; 6 Oct 2015 ; Parked, lsd ; 6.7 Years ;;;
; PK-GAM ;ATR 72-600 (72-212A); Y70 ; 3 Mar 2016 ; Parked, lsd ; 6.9 Years ;;;
; PK-GAN ;ATR 72-600 (72-212A); Y70 ; 14 May 2016 ; Parked, lsd ; 5.8 Years ;;;
; PK-GAO ;ATR 72-600 (72-212A); Y70 ; 28 Jun 2016 ; Parked, lsd ; 5.7 Years ;;;
; PK-GAQ ;ATR 72-600 (72-212A); Y70 ; 24 Mar 2017 ;lsd ; 5.1 Years ;;;
; PK-GDA ;Boeing 737-8 MAX; C8Y162 ; 20 Dec 2017 ; Parked CGK, lsd ; 4.2 Years ;;;
; PK-GEM ;Boeing 737-8AS(WL); C12Y150 ; 27 Mar 2009 ; Parked, lsd ; 21.2 Years ;;;
; PK-GEN ;Boeing 737-8AS(WL); C12Y150 ; 1 May 2009 ; Parked, lsd ; 21.1 Years ;;;
; PK-GFD ;Boeing 737-8U3(WL); C12Y150 ; 16 Jul 2010 ;lsd ; 11.6 Years ;;;
; PK-GFF ;Boeing 737-8U3(WL); C12Y150 ; 17 Aug 2010 ;lsd ; 11.6 Years ;;;
; PK-GFG ;Boeing 737-8BK(WL); C12Y150 ; 17 Sep 2010 ; Parked, lsd ; 11.5 Years ;;;
; PK-GFH ;Boeing 737-8U3(WL); C12Y150 ; 8 Sep 2010 ;lsd ; 11.5 Years ;;;
; PK-GFI ;Boeing 737-86N(WL); C12Y150 ; 21 Oct 2010 ;lsd ; 11.4 Years ;;;
; PK-GFJ ;Boeing 737-86N(WL); C12Y162 ; 28 Oct 2010 ;lsd ; 11.4 Years ;;;
; PK-GFM ;Boeing 737-8U3(WL); C12Y150 ; 14 Jan 2011 ; Parked, lsd, 1960 retro cs ; 11.2 Years ;;;
; PK-GFP ;Boeing 737-8U3(WL); C12Y150 ; 21 Jun 2011 ; Parked, lsd ; 10.7 Years ;;;
; PK-GFQ ;Boeing 737-81D(WL); C12Y150 ; 19 Sep 2011 ; Parked, lsd, Ayo Pakai Masker (Wear Masks) cs ; 10.5 Years ;;;
; PK-GFR ;Boeing 737-81D(WL); C12Y150 ; 17 Oct 2011 ;lsd ; 10.4 Years ;;;
; PK-GFS ;Boeing 737-86N(WL); C12Y150 ; 9 Dec 2011 ;lsd ; 10.3 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; PK-GFU ;Boeing 737-86N(WL); C12Y150 ; 5 Jun 2013 ;lsd ; 8.8 Years ;;;
; PK-GFV ;Boeing 737-8U3(WL); C12Y150 ; 11 Jun 2013 ; Parked, lsd ; 8.7 Years ;;;
; PK-GFW ;Boeing 737-8U3(WL); C12Y150 ; 11 Jul 2013 ; Parked, lsd ; 8.7 Years ;;;
; PK-GFX ;Boeing 737-8U3(WL); C12Y150 ; 13 May 2013 ;lsd ; 8.8 Years ;;;
; PK-GMA ;Boeing 737-8U3(WL); C12Y150 ; 29 Jun 2009 ; Parked, lsd ; 12.7 Years ;;;
; PK-GMC ;Boeing 737-8U3(WL); C12Y150 ; 3 Nov 2009 ; Parked, lsd ; 12.4 Years ;;;
; PK-GME ;Boeing 737-8U3(WL); C12Y150 ; 17 Dec 2009 ; Parked, lsd ; 12.2 Years ;;;
; PK-GMM ;Boeing 737-8U3(WL); C12Y150 ; 28 May 2010 ; Parked, lsd ; 11.8 Years ;;;
; PK-GMP ;Boeing 737-8U3(WL); C12Y150 ; 11 Aug 2010 ; Parked, lsd ; 11.6 Years ;;;
; PK-GMU ;Boeing 737-8U3(WL); C12Y150 ; 21 Feb 2012 ; Parked, lsd ; 10.1 Years ;;;
; PK-GMV ;Boeing 737-8U3(WL); C12Y150 ; 14 Mar 2012 ; Parked, lsd ; 10 Years ;;;
; PK-GMW ;Boeing 737-8U3(WL); C12Y150 ; 7 May 2012 ;lsd ; 9.9 Years ;;;
; PK-GMX ;Boeing 737-8U3(WL); C12Y150 ; 12 Apr 2012 ; Parked, lsd ; 9.9 Years ;;;
; PK-GMY ;Boeing 737-8U3(WL); C12Y150 ; 7 May 2013 ; Parked, lsd ; 8.9 Years ;;;
; PK-GNA ;Boeing 737-8U3(WL); C12Y150 ; 15 Nov 2013 ;lsd ; 8.3 Years ;;;
; PK-GNC ;Boeing 737-8U3(WL); C12Y150 ; 11 Dec 2013 ;lsd ; 8.2 Years ;;;
; PK-GNE ;Boeing 737-8U3(WL); C12Y150 ; 20 Feb 2014 ; Parked, lsd ; 8 Years ;;;
; PK-GNF ;Boeing 737-8U3(WL); C12Y150 ; 14 Apr 2014 ;lsd ; 7.9 Years ;;;
; PK-GNG ;Boeing 737-8U3(WL); C12Y150 ; 6 May 2014 ;lsd ; 7.9 Years ;;;
; PK-GNH ;Boeing 737-8U3(WL); C12Y150 ; 20 Jun 2014 ;lsd ; 7.7 Years ;;;
; PK-GNM ;Boeing 737-8U3(WL); C12Y150 ; 3 Sep 2014 ;lsd ; 7.5 Years ;;;
; PK-GNN ;Boeing 737-86N(WL); C12Y150 ; 9 Oct 2014 ;lsd ; 7.4 Years ;;;
; PK-GNQ ;Boeing 737-8U3(WL); C12Y150 ; 18 Feb 2015 ;lsd ; 7.1 Years ;;;
; PK-GNR ;Boeing 737-8U3(WL); C12Y150 ; 25 Mar 2015 ;lsd ; 7 Years ;;;
; PK-GIA ;Boeing 777-3U3ER; C26Y367 ; 24 Jun 2013 ; Parked CGK, lsd ; 8.8 Years ;;;
; PK-GIC ;Boeing 777-3U3ER; C26Y367 ; 30 Jul 2013 ; Parked, lsd ; 8.6 Years ;;;
; PK-GID ;Boeing 777-3U3ER; C26Y367 ; 15 Oct 2013 ; Parked CGK, lsd ; 8.4 Years ;;;
; PK-GIF ;Boeing 777-3U3ER; F8C38Y268 ; 21 May 2014 ;lsd ; 7.8 Years ;;;
; PK-GIG ;Boeing 777-3U3ER; F8C38Y268 ; 15 Sep 2014 ;lsd, opf Indonesia Government ; 7.5 Years ;;;
; PK-GIH ;Boeing 777-3U3ER; C26Y367 ; 17 Jun 2015 ;lsd ; 6.8 Years ;;;
; PK-GII ;Boeing 777-3U3ER; C26Y367 ; 28 Oct 2015 ; Parked, lsd, SkyTeam cs ; 6.4 Years ;;;
; PK-GIJ ;Boeing 777-3U3ER; C26Y367 ; 14 Sep 2015 ; Parked, lsd, Ayo Pakai Masker (Wear Masks) cs ; 6.5 Years ;;;
; PK-GIK ;Boeing 777-3U3ER; C26Y367 ; 28 Jan 2016 ;lsd, 1969-1985 retro cs ; 6.2 Years ;;;
; PK-GRA ;Bombardier CRJ-1000ER (CL-600-2E25); Y96 ; 3 Oct 2012 ; Parked CGK, Skyteam cs ; 9.5 Years ;;;
; PK-GRC ;Bombardier CRJ-1000ER (CL-600-2E25); Y96 ; 23 Oct 2012 ; Parked ; 9.4 Years ;;;
; PK-GRE ;Bombardier CRJ-1000ER (CL-600-2E25); Y96 ; 7 Nov 2012 ; Parked ; 9.3 Years ;;;
; PK-GRF ;Bombardier CRJ-1000ER (CL-600-2E25); Y96 ; 27 Nov 2012 ; Parked, lsd ; 9.3 Years ;;;
; PK-GRG ;Bombardier CRJ-1000ER (CL-600-2E25); Y96 ; 10 Dec 2012 ; Parked, lsd ; 9.3 Years ;;;
; PK-GRH ;Bombardier CRJ-1000ER (CL-600-2E25); Y96 ; 5 Mar 2013 ; Parked, lsd ; 9.1 Years ;;;
; PK-GRI ;Bombardier CRJ-1000ER (CL-600-2E25); Y96 ; 25 Mar 2013 ; Parked, lsd ; 9 Years ;;;
; PK-GRJ ;Bombardier CRJ-1000ER (CL-600-2E25); Y96 ; 23 Apr 2013 ; Parked, lsd ; 8.9 Years ;;;
; PK-GRK ;Bombardier CRJ-1000ER (CL-600-2E25); Y96 ; 28 May 2013 ; Parked, lsd ; 8.8 Years ;;;
; PK-GRL ;Bombardier CRJ-1000ER (CL-600-2E25); Y96 ; 18 Jun 2013 ; Parked, lsd ; 8.8 Years ;;;
; PK-GRM ;Bombardier CRJ-1000ER (CL-600-2E25); Y96 ; 20 Jun 2013 ; Parked ; 8.8 Years ;;;
; PK-GRN ;Bombardier CRJ-1000ER (CL-600-2E25); Y96 ; 27 Aug 2013 ; Parked ; 8.7 Years ;;;
; PK-GRO ;Bombardier CRJ-1000ER (CL-600-2E25); Y96 ; 25 Mar 2014 ; Parked, lsd ; 8 Years ;;;
; PK-GRP ;Bombardier CRJ-1000ER (CL-600-2E25); Y96 ; 13 May 2014 ; Parked, lsd ; 7.8 Years ;;;
; PK-GRQ ;Bombardier CRJ-1000ER (CL-600-2E25); Y96 ; 20 Jun 2014 ; Parked ; 7.7 Years ;;;
; PK-GRR ;Bombardier CRJ-1000ER (CL-600-2E25); Y96 ; 29 Sep 2015 ; Parked, lsd ; 6.5 Years ;;;
; PK-GRS ;Bombardier CRJ-1000ER (CL-600-2E25); Y96 ; 24 Nov 2015 ; Parked, lsd ; 6.4 Years ;;;
; PK-GRT ;Bombardier CRJ-1000ER (CL-600-2E25); Y96 ; 3 Dec 2015 ; Parked, lsd ; 6.3 Years ;;;
