;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; N524AT ;Boeing 757-23N; C12Y186 ; 17 Mar 2012 ; 9 Nov 2018 ; Written Off ;;;
; N767WA ;Boeing 767-319ER;; 16 Jun 2014 ; 7 Oct 2018 ; Stored ;lsf Wings Aviation ;;
