;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; D-AALA ;Boeing 777-FZN; Cargo ; 11 May 2009 ;lsd ; 12.8 Years ;;
; D-AALB ;Boeing 777-FZN; Cargo ; 16 Jul 2009 ;lsd ; 12.7 Years ;;
; D-AALC ;Boeing 777-FZN; Cargo ; 23 Dec 2009 ;lsd ; 12.2 Years ;;
; D-AALD ;Boeing 777-FZN; Cargo ; 30 Dec 2009 ;lsd ; 12.2 Years ;;
; D-AALE ;Boeing 777-FZN; Cargo ; 1 Jun 2010 ;lsd ; 11.8 Years ;;
; D-AALF ;Boeing 777-FZN; Cargo ; 9 Jul 2010 ;lsd ; 11.7 Years ;;
; D-AALG ;Boeing 777-FZN; Cargo ; 24 Sep 2010 ; Parked, lsd ; 11.4 Years ;;
; D-AALH ;Boeing 777-FZN; Cargo ; 22 Nov 2010 ;lsd ; 11.3 Years ;;
; D-AALI ;Boeing 777-F6N; Cargo ; 22 Aug 2017 ;lsd ; 12.9 Years ;;
; D-AALJ ;Boeing 777-F6N; Cargo ; 20 Oct 2017 ;lsd ; 12.8 Years ;;
; D-AALK ;Boeing 777-F; Cargo ; 28 Jan 2019 ;lsd ; 3.1 Years ;;
; D-AALL ;Boeing 777-F; Cargo ; 16 Sep 2019 ;lsf DHL, opf DHL ; 2.5 Years ;;
; D-AALM ;Boeing 777-F; Cargo ; 30 Sep 2019 ;lsf DHL, opf DHL ; 2.4 Years ;;
; D-AALN ;Boeing 777-F; Cargo ; 21 Oct 2019 ;lsd ; 2.4 Years ;;
; D-AALO ;Boeing 777-F; Cargo ; 7 Apr 2020 ;lsf DHL, opf DHL ; 1.9 Years ;;
; D-AALP ;Boeing 777-F; Cargo ; 20 Jul 2020 ;lsf DHL, opf DHL ; 1.6 Years ;;
; D-AALQ ;Boeing 777-F; Cargo ; 20 Nov 2020 ;lsf DHL, opf DHL ; 1.3 Years ;;
; D-AALR ;Boeing 777-F; Cargo ; 16 Apr 2021 ;lsf DHL, opf DHL ; 1 Years ;;
; D-AALS ;Boeing 777-F; Cargo ; 25 Jun 2021 ;lsf DHL, opf DHL ; 0.8 Years ;;
; D-AALT ;Boeing 777-F; Cargo ; 27 Aug 2021 ;opf DHL ; 0.6 Years ;;
