;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; OY-SRF ;Boeing 767-219(BDSF); Cargo ; 6 Apr 2005 ;lsd ; 36 Years ;;
; OY-SRG ;Boeing 767-219(BDSF); Cargo ; 10 Mar 2005 ;lsd ; 35.6 Years ;;
; OY-SRH ;Boeing 767-204(BDSF); Cargo ; 22 Jul 2005 ;lsd ; 33 Years ;;
; OY-SRI ;Boeing 767-25E(BDSF); Cargo ; 13 Sep 2005 ;lsd ; 28.2 Years ;;
; OY-SRJ ;Boeing 767-25E(BDSF); Cargo ; 2 Nov 2005 ;lsd ; 27.9 Years ;;
; OY-SRK ;Boeing 767-204(BDSF); Cargo ; 25 Oct 2005 ;lsd ; 37.1 Years ;;
; OY-SRL ;Boeing 767-232(BDSF); Cargo ; 11 Aug 2006 ;lsd ; 39.2 Years ;;
; OY-SRM ;Boeing 767-25E(BDSF); Cargo ; 15 Dec 2005 ;lsd ; 28.3 Years ;;
; OY-SRN ;Boeing 767-219(BDSF); Cargo ; 29 Oct 2005 ; Parked, lsd ; 36.5 Years ;;
; OY-SRO ;Boeing 767-25E(BDSF); Cargo ; 22 Mar 2006 ;lsd ; 28 Years ;;
; OY-SRP ;Boeing 767-232(BDSF); Cargo ; 27 Sep 2006 ;lsd ; 39.1 Years ;;
; SE-RLB ;Boeing 767-232(BDSF); Cargo ; 20 May 2021 ; Parked, lsd ; 38.8 Years ;;
; OY-SRU ;Boeing 767-36NER(BDSF); Cargo ; 24 Nov 2016 ;lsd ; 22.6 Years ;;
; OY-SRV ;Boeing 767-346F(WL); Cargo ; 10 Apr 2017 ;lsd ; 14.7 Years ;;
; OY-SRW ;Boeing 767-346F(WL); Cargo ; 2 Feb 2018 ;; 14.4 Years ;;
