;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; HK-5221 ;Airbus A320-214; Y180 ; 21 Jul 2017 ;lsd ;; 12.8 Years ;;
; HK-5274 ;Airbus A320-214(WL); Y188 ; 16 Nov 2018 ;lsd ; Bogotá ; 3.3 Years ;;
; HK-5275 ;Airbus A320-214(WL); Y188 ; 16 Jan 2019 ;lsd ; Cusco ; 3.1 Years ;;
; HK-5276 ;Airbus A320-214(WL); Y188 ; 26 Oct 2018 ;lsd ; Lima ; 3.3 Years ;;
; HK-5277 ;Airbus A320-214(WL); Y188 ; 19 Oct 2018 ;lsd ; Santa Marta ; 3.4 Years ;;
; HK-5278 ;Airbus A320-214(WL); Y188 ; 14 Dec 2018 ;lsd ; Rionegro ; 3.2 Years ;;
; HK-5286 ;Airbus A320-214(WL); Y188 ; 12 Oct 2018 ;lsd ; Kiltormer´92 ; 3.4 Years ;;
; HK-5305 ;Airbus A320-214(WL); Y188 ; 22 Feb 2019 ;lsd ; Cartagena ; 3 Years ;;
; HK-5307 ;Airbus A320-214(WL); Y188 ; 10 Apr 2019 ;lsd ; Arequipa ; 2.9 Years ;;
; HK-5308 ;Airbus A320-214(WL); Y188 ; 12 Apr 2019 ;lsd ; Miami ; 2.9 Years ;;
; HK-5327 ;Airbus A320-214(WL); Y188 ; 23 Aug 2019 ;lsd ; James Rao ; 2.6 Years ;;
; HK-5352 ;Airbus A320-251N; Y188 ; 1 Oct 2020 ;lsd ; Boomerang ; 1.5 Years ;;
; HK-5353 ;Airbus A320-251N; Y188 ; 19 Oct 2020 ; Parked, lsd ; I ♡ Viva ; 1.4 Years ;;
; HK-5360 ;Airbus A320-251N; Y188 ; 7 Dec 2020 ;lsd ; Hasta la Viva, baby 👋 ; 1.3 Years ;;
; HK-5361 ;Airbus A320-251N; Y188 ; 11 Dec 2020 ;lsd ; Rayo McViva ⚡ ; 1.2 Years ;;
; HK-5365 ;Airbus A320-251N; Y188 ; 30 Mar 2021 ;lsd ; Yellow Submarine ; 1 Years ;;
; HK-5366 ;Airbus A320-251N; Y188 ; 18 Jun 2021 ;lsd ; El efecto Viva ; 0.7 Years ;;
; HK-5367 ;Airbus A320-251N; Y188 ; 25 May 2021 ;lsd ; Volaré, oh oh! 🎵 ; 0.8 Years ;;
; HK-5368 ;Airbus A320-251N; Y188 ; 12 Mar 2021 ;lsd ; Waffles ; 1 Years ;;
; HK-5378 ;Airbus A320-251N; Y188 ; 24 Sep 2021 ;lsd, Breast Cancer Prevention cs ; Go Pink ; 0.5 Years ;;
; HK-5388 ;Airbus A320-251N; Y188 ; On Order ;;;;;
; HK-5389 ;Airbus A320-251N; Y188 ; 10 Dec 2021 ;; Camilla Blaney ; 0.3 Years ;;
; HK-5390 ;Airbus A320-251N; Y188 ; 4 Feb 2022 ;; Go Rigo Go 🚲 ; 0.1 Years ;;
