;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; OO-CBA ;Boeing 747-228F; Cargo ; 5 Sep 2007 ; 27 Oct 2008 ; Written Off ;;;
; OO-CBB ;Boeing 747-243F; Cargo ; 17 Dec 2007 ; 27 Dec 2008 ;N545SG WFBN Wells Fargo Bank Northwest ;;;
; OO-CBC ;Boeing 747-4KZF; Cargo ; 11 Dec 2008 ; 1 Jul 2009 ;N384NC Nippon Cargo Airlines ;NCA Artemis, lsf Nippon Cargo Airlines ;;
; OO-CBD ;Boeing 747-4KZF; Cargo ; 29 Apr 2009 ; 1 Jul 2009 ;N385NY Nippon Cargo Airlines ;NCA Aquarius, lsf Nippon Cargo Airlines ;;
