;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; P2-NAT ;De Havilland Canada DHC-8-103 Dash 8; Y37 ; 25 Mar 2013 ;; 32.5 Years ;;
; P2-NAX ;De Havilland Canada DHC-8-103 Dash 8; Y36 ; 30 Jul 2001 ;; 31.5 Years ;;
; P2-NAZ ;De Havilland Canada DHC-8-106 Dash 8; Y36 ; 5 May 1996 ;; 30 Years ;;
