;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 9H-EMU ;Airbus A320-214; Y180 ; 16 Jul 2020 ;lsd ; 22.5 Years ;;
; 9H-GTS ;Airbus A320-232; Y180 ; 11 Aug 2021 ;lsd ; 11.6 Years ;;
; 9H-GYM ;Airbus A320-214; Y180 ; Due ; Stored ; 16.4 Years ;;
; 9H-HUB ;Airbus A320-232; Y180 ; 11 Aug 2021 ;lsd ; 11.8 Years ;;
; 9H-AHQ ;Airbus A330-343;; 17 Feb 2022 ; Parked, lsd ; 5.3 Years ;;
; 9H-HOP ;Airbus A340-313; Preighter ; Aug 2021 ;lsd ; 13.7 Years ;;
; 9H-ZMK ;Airbus A340-313; Preighter ; Oct 2021 ;lsf KP Aviation ; 16.8 Years ;;
; 9H- ;Airbus A340-313;; Due ; Stored ; 24.2 Years ;;
; 9H- ;Airbus A340-313; Preighter ; Due ; Stored ; 22.1 Years ;;
