;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; A6-ABM ;Airbus A320-214;; Apr 2018 ;; 14.5 Years ;;
; A6-ANA ;Airbus A320-214; Y168 ; 22 Oct 2010 ;; 11.4 Years ;;
; A6-ANB ;Airbus A320-214; Y168 ; 15 Dec 2010 ;; 11.2 Years ;;
; A6-ANL ;Airbus A320-214; Y168 ; 27 Sep 2012 ;; 9.5 Years ;;
; A6-ANM ;Airbus A320-214(WL); Y168 ; 4 Oct 2012 ;; 9.4 Years ;;
; A6-ANO ;Airbus A320-214(WL); Y168 ; 24 Jan 2013 ;; 9.1 Years ;;
; A6-ANP ;Airbus A320-214(WL); Y168 ; 27 Feb 2013 ;; 9.1 Years ;;
; A6-ANQ ;Airbus A320-214(WL); Y168 ; 18 Apr 2013 ;; 8.9 Years ;;
; A6-ANR ;Airbus A320-214(WL); Y168 ; 1 Aug 2013 ;; 8.6 Years ;;
; A6-ANS ;Airbus A320-214(WL); Y168 ; 12 Sep 2013 ;; 8.5 Years ;;
; A6-ANT ;Airbus A320-214(WL); Y168 ; 5 Dec 2013 ;; 8.3 Years ;;
; A6-ANU ;Airbus A320-214(WL); Y168 ; 18 Dec 2013 ;; 8.2 Years ;;
; A6-ANV ;Airbus A320-214(WL); Y168 ; 20 Feb 2014 ;; 8 Years ;;
; A6-ANW ;Airbus A320-214(WL); Y168 ; 5 Mar 2014 ;; 8 Years ;;
; A6-ANX ;Airbus A320-214(WL); Y168 ; 3 Apr 2014 ; Parked ; 7.9 Years ;;
; A6-ANY ;Airbus A320-214(WL); Y168 ; 12 Nov 2018 ;; 7.9 Years ;;
; A6-ANZ ;Airbus A320-214(WL); Y168 ; 24 Nov 2018 ;; 7.7 Years ;;
; A6-AOA ;Airbus A320-214(WL); Y168 ; 23 Jul 2014 ;; 7.7 Years ;;
; A6-AOB ;Airbus A320-214(WL); Y168 ; 22 Aug 2014 ;; 7.5 Years ;;
; A6-AOC ;Airbus A320-214(WL); Y168 ; 16 Oct 2014 ;; 7.4 Years ;;
; A6-AOE ;Airbus A320-214(WL); Y168 ; 29 Jan 2015 ; Parked ; 7.1 Years ;;
; A6-AOH ;Airbus A320-214(WL); Y168 ; 5 Mar 2015 ; Parked ; 7 Years ;;
; A6-AOI ;Airbus A320-214(WL); Y168 ; 16 Apr 2015 ;; 6.9 Years ;;
; A6-AOJ ;Airbus A320-214(WL); Y168 ; 9 Jul 2015 ;; 6.7 Years ;;
; A6-AOK ;Airbus A320-214(WL); Y168 ; 20 Aug 2015 ;; 6.5 Years ;;
; A6-AOM ;Airbus A320-214(WL); Y168 ; Nov 2019 ;; 5.9 Years ;;
; A6-AON ;Airbus A320-214(WL); Y168 ; 20 Jul 2016 ;; 5.6 Years ;;
; A6-AOO ;Airbus A320-214(WL); Y168 ; 4 Aug 2016 ;; 5.6 Years ;;
; A6-AOP ;Airbus A320-214(WL); Y168 ; 25 Aug 2016 ;; 5.5 Years ;;
; A6-AOQ ;Airbus A320-214(WL); Y168 ; 27 Oct 2016 ;; 5.4 Years ;;
; A6-AOR ;Airbus A320-214(WL); Y168 ; 23 Mar 2017 ;; 5 Years ;;
; A6-AOS ;Airbus A320-214(WL); Y168 ; 29 Jun 2017 ;"Year of the Fifthieth" sticker ; 4.7 Years ;;
; A6-AOT ;Airbus A320-214(WL); Y168 ; 3 Aug 2017 ;; 4.6 Years ;;
; A6-AOU ;Airbus A320-214(WL); Y168 ; 26 Oct 2017 ;; 4.4 Years ;;
; A6-AOV ;Airbus A320-214(WL); Y168 ; 12 Apr 2018 ;; 4 Years ;;
; A6-AOW ;Airbus A320-214(WL); Y168 ; 28 Jun 2018 ;; 3.7 Years ;;
; A6-AOX ;Airbus A320-214(WL); Y168 ; 27 Jun 2018 ;; 3.7 Years ;;
; A6-ATA ;Airbus A321-251NX; Y215 ; 13 Apr 2019 ;lsd ; 2.9 Years ;;
; A6-ATB ;Airbus A321-251NX; Y215 ; 17 Oct 2019 ;lsd ; 2.4 Years ;;
; A6-ATC ;Airbus A321-251NX; Y215 ; 19 Jul 2019 ;lsd ; 2.6 Years ;;
; A6-ATD ;Airbus A321-251NX; Y215 ; 5 Mar 2020 ;lsd ; 2 Years ;;
; A6-ATE ;Airbus A321-251NX; Y215 ; 25 Aug 2020 ;lsd ; 1.6 Years ;;
; A6-ATF ;Airbus A321-251NX; Y215 ; 9 Apr 2021 ;lsd ; 1.1 Years ;;
