;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; 7T-VUQ ;ATR 72-500 (72-212A); Y66 ; 1 Apr 2010 ; Parked ;; 11.9 Years ;;;
; 7T-VUS ;ATR 72-500 (72-212A); Y66 ; 7 May 2010 ; Parked ;; 11.8 Years ;;;
; 7T-VUT ;ATR 72-600 (72-212A); Y68 ; 22 Dec 2014 ;;; 7.2 Years ;;;
; 7T-VUV ;ATR 72-600 (72-212A); Y68 ; 8 Jul 2015 ;;; 6.7 Years ;;;
; 7T-VUW ;ATR 72-600 (72-212A); Y68 ; 31 Jul 2015 ;;; 6.6 Years ;;;
; 7T-VVQ ;ATR 72-500 (72-212A); Y66 ; 3 Jul 2005 ; Parked ;; 20.5 Years ;;;
; 7T-VVR ;ATR 72-500 (72-212A); Y66 ; Sep 2005 ; Parked ;; 19.9 Years ;;;
; 7T-VJQ ;Boeing 737-6D6; C16Y85 ; 29 Apr 2002 ;; Casbah d'Alger / القصبة ; 19.9 Years ;;;
; 7T-VJR ;Boeing 737-6D6; C16Y85 ; 22 May 2002 ;;; 19.8 Years ;;;
; 7T-VJS ;Boeing 737-6D6; C16Y85 ; 12 Jun 2002 ;;; 19.8 Years ;;;
; 7T-VJT ;Boeing 737-6D6; C16Y85 ; 12 Jun 2002 ;;; 19.7 Years ;;;
; 7T-VJU ;Boeing 737-6D6; C16Y85 ; 27 Jun 2002 ;;; 19.7 Years ;;;
; 7T-VKS ;Boeing 737-7D6C(WL); C8Y104 ; 24 May 2016 ;;; 5.8 Years ;;;
; 7T-VKT ;Boeing 737-7D6C(WL); C8Y104 ; 29 Sep 2016 ;;; 5.4 Years ;;;
; 7T-VJJ ;Boeing 737-8D6(BCF)(WL); Cargo ; 29 Jul 2018 ;;; 21.6 Years ;;;
; 7T-VJK ;Boeing 737-8D6(WL); C24Y138 ; 25 Aug 2000 ;; Mansourah ; 21.6 Years ;;;
; 7T-VJL ;Boeing 737-8D6(WL); C24Y138 ; 13 Sep 2000 ;; Illizi ; 21.5 Years ;;;
; 7T-VJM ;Boeing 737-8D6(WL); C24Y138 ; 27 Oct 2000 ; Parked ;; 21.4 Years ;;;
; 7T-VJN ;Boeing 737-8D6(WL); C24Y138 ; 29 Jan 2001 ;;; 21.1 Years ;;;
; 7T-VJO ;Boeing 737-8D6(WL); C24Y120 ; 19 Jun 2001 ; Parked ;; 20.8 Years ;;;
; 7T-VJP ;Boeing 737-8D6(WL); C24Y120 ; 23 Jul 2001 ;;; 20.7 Years ;;;
; 7T-VKA ;Boeing 737-8D6(WL); C24Y120 ; 18 Jul 2005 ;; Monts Chabord ; 16.7 Years ;;;
; 7T-VKB ;Boeing 737-8D6(WL); C24Y120 ; 19 Aug 2005 ;; Mont de l'Assekhrem ; 16.6 Years ;;;
; 7T-VKC ;Boeing 737-8D6(WL); C24Y120 ; 22 Aug 2005 ;;; 16.6 Years ;;;
; 7T-VKD ;Boeing 737-8D6(WL); C16Y132 ; 29 Sep 2010 ;;; 11.5 Years ;;;
; 7T-VKE ;Boeing 737-8D6(WL); C16Y132 ; 27 Oct 2010 ;;; 11.4 Years ;;;
; 7T-VKF ;Boeing 737-8D6(WL); C16Y132 ; 18 Nov 2010 ;;; 11.3 Years ;;;
; 7T-VKG ;Boeing 737-8D6(WL); C16Y132 ; 30 Mar 2011 ; Parked ;; 11 Years ;;;
; 7T-VKH ;Boeing 737-8D6(WL); C16Y132 ; 26 Apr 2011 ; Parked ;; 10.9 Years ;;;
; 7T-VKI ;Boeing 737-8D6(WL); C16Y132 ; 26 May 2011 ; Parked ;; 10.8 Years ;;;
; 7T-VKJ ;Boeing 737-8D6(WL); C16Y132 ; 1 Jul 2011 ; Parked ;; 10.7 Years ;;;
; 7T-VKK ;Boeing 737-8D6(WL); C16Y132 ; 14 Jul 2015 ; Parked ;; 6.7 Years ;;;
; 7T-VKL ;Boeing 737-8D6(WL); C16Y132 ; 15 Dec 2015 ;;; 6.2 Years ;;;
; 7T-VKM ;Boeing 737-8D6(WL); C16Y132 ; 28 Apr 2016 ;"25th Boeing 737NG" titles ;; 5.9 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; 7T-VKN ;Boeing 737-8D6(WL); C16Y132 ; 22 Jun 2016 ;"One, two, three, viva l'Algérie!" sticker ;; 5.7 Years ;;;
; 7T-VKO ;Boeing 737-8D6(WL); C16Y132 ; 9 Aug 2016 ;;; 5.6 Years ;;;
; 7T-VKP ;Boeing 737-8D6(WL); C16Y132 ; 14 Oct 2016 ;;; 5.4 Years ;;;
; 7T-VKQ ;Boeing 737-8D6(WL); C16Y132 ; 3 Nov 2016 ; Parked ;; 5.4 Years ;;;
; 7T-VKR ;Boeing 737-8D6(WL); C16Y132 ; 21 Dec 2016 ;;; 5.2 Years ;;;
