;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; 4K-8888 ;Airbus A319-115(CJ); VIP ; Dec 2015 ;; Baku ; 16.7 Years ;;
; 4K-AZ03 ;Airbus A319-111; C24Y90 ; 31 Aug 2005 ; Parked GYD ; Ganja ; 16.7 Years ;;
; 4K-AZ04 ;Airbus A319-111; C24Y90 ; 27 Oct 2005 ; Parked ; Guba ; 16.4 Years ;;
; 4K-AZ05 ;Airbus A319-111; C24Y90 ; 12 Jun 2006 ;; Gazakh ; 15.7 Years ;;
; 4K-AI07 ;Airbus A320-214(CJ) Prestige; VIP ; 24 Oct 2014 ;; Baku-7 ; 7.4 Years ;;
; 4K-AZ77 ;Airbus A320-214; C20Y126 ; 24 Dec 2010 ; Parked GYD, lsf Lionhart Aviation ; Lerik ; 15.6 Years ;;
; 4K-AZ78 ;Airbus A320-214; C20Y126 ; 24 Dec 2010 ;lsf Lionhart Aviation ; Naftalan ; 15.6 Years ;;
; 4K-AZ79 ;Airbus A320-214; C20Y126 ; 12 Feb 2011 ;lsf Lionhart Aviation ; Oghuz ; 15.6 Years ;;
; 4K-AZ80 ;Airbus A320-214; C20Y126 ; 22 Jan 2011 ;lsf Lionhart Aviation ; Shirvan ; 15.2 Years ;;
; 4K-AZ83 ;Airbus A320-214; C20Y126 ; 15 Apr 2011 ;; Julfa ; 16.1 Years ;;
; 4K-AZ84 ;Airbus A320-214; C20Y126 ; 14 Jun 2011 ;; Kürdamir ; 15.2 Years ;;
; 4K-AZ85 ;Airbus A340-542; C36Y201 ; 24 Dec 2012 ; Parked, lsd ; Karabakh ; 14.1 Years ;;
; 4K-AZ86 ;Airbus A340-542; C36Y201 ; 22 Dec 2012 ; Parked GYD, lsd ; Nakhchivan ; 13.9 Years ;;
; 4K-AI08 ;Airbus A340-642; VIP ; 1 Nov 2013 ;lsd ; Baku-8 ; 15.2 Years ;;
; 4K-AZ11 ;Boeing 757-22L; C22Y158 ; 12 Nov 2012 ;; Garabagh ; 22.4 Years ;;
; 4K-AZ12 ;Boeing 757-22L; C22Y158 ; 3 Oct 2012 ; Parked GYD ; Nakhchivan ; 21.3 Years ;;
; 4K-AI01 ;Boeing 767-32LER; VIP ; 2 May 2011 ;; Baku-1 ; 11.8 Years ;;
; 4K-AZ81 ;Boeing 767-32LER; C22Y176 ; 31 May 2011 ; Parked ; Babek ; 10.8 Years ;;
; 4K-AZ82 ;Boeing 767-32LER(WL); C22Y176 ; 26 Jun 2012 ;; Koroglu ; 9.7 Years ;;
; 4K-AI001 ;Boeing 777-200LR; VIP ; 21 Dec 2019 ; Parked BSL ; Baku ; 2.2 Years ;;
; VP-BBR ;Boeing 787-8 Dreamliner; C18W35Y157 ; 22 Dec 2014 ; Parked ; Shusha ; 7.3 Years ;;
; VP-BBS ;Boeing 787-8 Dreamliner; C18W35Y157 ; 22 Dec 2014 ;; Ordubad ; 7.3 Years ;;
