;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; VP-BXJ ;Boeing 737-8 MAX; C8Y168 ; On Order ;lsd ; 0.2 Years ;;;
; VP-BXK ;Boeing 737-8 MAX; C8Y168 ; On Order ;lsd ; 0.2 Years ;;;
; VP-BXM ;Boeing 737-8 MAX; C8Y168 ; On Order ;lsd ; 2.4 Years ;;;
; VP- ;Boeing 737-8 MAX; C8Y168 ; On Order ;lsd ; 0.2 Years ;;;
; VP- ;Boeing 737-8 MAX; C8Y168 ; On Order ;lsd ; 0.1 Years ;;;
; VP- ;Boeing 737-8 MAX; C8Y168 ; On Order ;; 0.1 Years ;;;
; VP- ;Boeing 737-8 MAX; C8Y168 ; On Order ;;;;;
; VQ-BGV ;Boeing 737-8 MAX; C8Y168 ; 25 Oct 2018 ; Parked OVB, lsd ; 3.4 Years ;;;
; VQ-BGW ;Boeing 737-8 MAX; C8Y168 ; 11 Oct 2018 ; Parked OVB, lsd ; 3.4 Years ;;;
; VP-BEM ;Boeing 737-8AS(BCF)(WL); Cargo ; 23 Mar 2021 ;lsd ; 19.2 Years ;;;
; VP-BEN ;Boeing 737-8AS(BCF)(WL); Cargo ; 18 Feb 2021 ;lsd ; 19.3 Years ;;;
; VP-BLD ;Boeing 737-8Q8(WL); C8Y168 ; 5 Apr 2018 ;lsd ; 13.3 Years ;;;
; VP-BLE ;Boeing 737-8Q8(WL); C8Y168 ; 5 Apr 2018 ;lsd ; 12.9 Years ;;;
; VP-BND ;Boeing 737-83N(WL); C8Y168 ; 5 Sep 2008 ;lsd ; 20.1 Years ;;;
; VP-BNG ;Boeing 737-83N(WL); C8Y168 ; 31 Aug 2008 ;lsd ; 20.2 Years ;;;
; VP-BQD ;Boeing 737-83N(WL); C8Y168 ; 29 Jul 2008 ; Parked, lsd ; 20.8 Years ;;;
; VP-BQF ;Boeing 737-83N(WL); C8Y168 ; 18 Aug 2008 ;lsd ; 20.4 Years ;;;
; VP-BUL ;Boeing 737-8LP(WL); C8Y168 ; 6 Apr 2016 ;lsd ; 8.4 Years ;;;
; VQ-BKV ;Boeing 737-8ZS(WL); C8Y168 ; 27 Apr 2011 ;; 10.9 Years ;;;
; VQ-BKW ;Boeing 737-8ZS(WL); C8Y168 ; 23 May 2011 ;oneworld cs ; 10.8 Years ;;;
; VQ-BMG ;Boeing 737-8LP(WL); C8Y168 ; 15 Mar 2016 ;lsd ; 7.5 Years ;;;
; VQ-BRK ;Boeing 737-8LP(WL); C8Y168 ; 17 Mar 2016 ;lsd ; 8 Years ;;;
; VQ-BRP ;Boeing 737-8LP(WL); C8Y168 ; 17 Mar 2016 ;lsd ; 7.6 Years ;;;
; VQ-BRQ ;Boeing 737-8LP(WL); C8Y168 ; 15 Mar 2016 ;lsd ; 7.6 Years ;;;
; VQ-BRR ;Boeing 737-8LP(WL); C8Y168 ; 6 Apr 2016 ; Parked, lsd ; 7.9 Years ;;;
; VQ-BVK ;Boeing 737-8GJ(WL); C8Y168 ; 12 Nov 2014 ; Parked, lsd ; 7.3 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; VQ-BVL ;Boeing 737-8GJ(WL); C8Y168 ; 27 Aug 2014 ;lsd ; 7.5 Years ;;;
; VQ-BVM ;Boeing 737-8GJ(WL); C8Y168 ; 1 Oct 2014 ;lsd ; 7.5 Years ;;;
; VQ-BBO ;Embraer ERJ-170SU (ERJ-170-100 SU); Y78 ; 21 Apr 2017 ;lsd ; 18.7 Years ;;;
; VQ-BYA ;Embraer ERJ-170SU (ERJ-170-100 SU); Y78 ; 2 Jun 2017 ;lsd ; 18.7 Years ;;;
; VQ-BYB ;Embraer ERJ-170SU (ERJ-170-100 SU); Y78 ; 12 Jun 2017 ;lsd ; 18.6 Years ;;;
; VQ-BYC ;Embraer ERJ-170SU (ERJ-170-100 SU); Y78 ; 18 Jul 2017 ;lsd ; 18.6 Years ;;;
; VQ-BYD ;Embraer ERJ-170SU (ERJ-170-100 SU); Y78 ; 12 Oct 2017 ;lsd ; 18.3 Years ;;;
; VQ-BYE ;Embraer ERJ-170SU (ERJ-170-100 SU); Y78 ; 22 Nov 2017 ;lsd ; 18 Years ;;;
; VQ-BYF ;Embraer ERJ-170SU (ERJ-170-100 SU); Y78 ; 10 Aug 2017 ;lsd ; 18 Years ;;;
; VQ-BYG ;Embraer ERJ-170SU (ERJ-170-100 SU); Y78 ; 18 Oct 2017 ; Parked, lsd ; 18 Years ;;;
; VQ-BYH ;Embraer ERJ-170SU (ERJ-170-100 SU); Y78 ; 10 Oct 2017 ;lsd ; 17.9 Years ;;;
; VQ-BYK ;Embraer ERJ-170SU (ERJ-170-100 SU); Y78 ; 31 Jul 2017 ; Parked, lsd ; 17.7 Years ;;;
; VQ-BYL ;Embraer ERJ-170SU (ERJ-170-100 SU); Y78 ; 5 Dec 2017 ;lsd ; 17.7 Years ;;;
; VQ-BYM ;Embraer ERJ-170SU (ERJ-170-100 SU); Y78 ; 8 Mar 2018 ;lsd ; 17.6 Years ;;;
; VQ-BYN ;Embraer ERJ-170SU (ERJ-170-100 SU); Y78 ; 30 Jan 2018 ;lsd ; 17.6 Years ;;;
; VQ-BYR ;Embraer ERJ-170SU (ERJ-170-100 SU); Y78 ; 11 Sep 2017 ;lsd ; 17.5 Years ;;;
; VQ-BYS ;Embraer ERJ-170SU (ERJ-170-100 SU); Y78 ; 23 Jan 2018 ;lsd ; 17.5 Years ;;;
; VQ-BYV ;Embraer ERJ-170SU (ERJ-170-100 SU); Y78 ; 12 Dec 2017 ;lsd ; 17.5 Years ;;;
; VQ-BYW ;Embraer ERJ-170SU (ERJ-170-100 SU); Y78 ; 9 Apr 2018 ;lsd ; 17.5 Years ;;;
