;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 9H-AMB ;Airbus A320-212; Y180 ; 13 Dec 2019 ;lsd ; 27 Years ;;
; 9H-AMH ;Airbus A320-232; Y180 ; 10 May 2021 ;lsd ; 18 Years ;;
; 9H-AMI ;Airbus A320-232; Y180 ; 21 Jul 2021 ;lsd ; 14.1 Years ;;
; 9H-AMJ ;Airbus A320-232; Y180 ; 2 Aug 2021 ;lsd ; 13.7 Years ;;
; 9H-AMK ;Airbus A320-232; Y180 ; 9 Sep 2021 ;lsd ; 13.7 Years ;;
; 9H-AML ;Airbus A320-232; Y180 ; 17 Sep 2021 ;lsd ; 16.3 Years ;;
; 9H-AMP ;Airbus A320-232; Y180 ; 18 Jan 2022 ;lsd, lst Sky Cana ; 16.1 Years ;;
; 9H-AMU ;Airbus A320-232; Y180 ; 28 Oct 2021 ; Parked CDT, lsd ; 12.2 Years ;;
; 9H-AMV ;Airbus A320-232; Y180 ; 4 Feb 2022 ; Parked CDT ; 15.4 Years ;;
; 9H-AMD ;Airbus A321-231; Y220 ; 4 Dec 2020 ;lsd, lst Sky Cana ; 21.1 Years ;;
; 9H-AME ;Airbus A321-231; Y220 ; 25 Mar 2021 ;lsd, lst Sky Cana ; 17.8 Years ;;
; 9H-AMG ;Airbus A321-211; Y220 ; 11 Jun 2021 ;lsd, lst Sky Cana ; 18.2 Years ;;
; 9H-AMR ;Airbus A321-211; Y220 ; 15 Oct 2021 ;; 14.2 Years ;;
